unit,c_unload,c_load,geo\time	2015 	2010 	2005 
PAS,DED1,NL41,MT	: 	: z	: 
PAS,DED1,NL41,NL	: 	: 	10 
PAS,DED1,NL42,CY	: 	: z	: 
PAS,DED1,NL42,DE	: 	: 	9 
PAS,DED1,NL42,MT	: 	: z	: 
PAS,DED1,NL42,NL	: 	: 	3 
PAS,DED1,NO01,DE	: 	: 	1 
PAS,DED1,PL11,DE	: 	: 	29 
PAS,DED1,PL11,PL	: 	5 	2 
PAS,DED1,PL12,DE	: 	: 	186 
PAS,DED1,PL12,PL	: 	33 	16 
PAS,DED1,PL21,DE	: 	: 	39 
PAS,DED1,PL21,PL	: 	4 	10 
PAS,DED1,PL22,DE	: 	: 	29 
PAS,DED1,PL22,PL	: 	18 	7 
PAS,DED1,PL31,DE	: 	: 	9 
PAS,DED1,PL31,PL	: 	: 	1 
PAS,DED1,PL32,PL	: 	: 	3 
PAS,DED1,PL34,DE	: 	: 	2 
PAS,DED1,PL34,PL	: 	3 	: 
PAS,DED1,PL41,DE	: 	: 	34 
PAS,DED1,PL41,PL	: 	5 	2 
PAS,DED1,PL42,DE	: 	: 	25 
PAS,DED1,PL42,PL	: 	5 	7 
PAS,DED1,PL43,DE	: 	: 	3 
PAS,DED1,PL51,DE	: 	: 	150 
PAS,DED1,PL51,PL	: 	88 	74 
PAS,DED1,PL52,DE	: 	: 	2 
PAS,DED1,PL52,PL	: 	4 	39 
PAS,DED1,PL61,DE	: 	: 	2 
PAS,DED1,PL62,DE	: 	: 	3 
PAS,DED1,PL62,PL	: 	: 	4 
PAS,DED1,PL63,DE	: 	: 	15 
PAS,DED1,PL63,PL	: 	: 	2 
PAS,DED1,RO,DE	: 	: 	190 
PAS,DED1,RS_ME,DE	: 	: 	4 
PAS,DED1,RU,DE	: 	: 	89 
PAS,DED1,SE22,DE	: 	: 	56 
PAS,DED1,SI,DE	: 	: 	24 
PAS,DED1,SI,SI	: 	: 	42 
PAS,DED1,SI01,SI	: 	8 	: 
PAS,DED1,SI02,SI	: 	20 	: 
PAS,DED1,SK01,DE	: 	: 	11 
PAS,DED1,SK01,SK	: 	15 	8 
PAS,DED1,SK02,DE	: 	: 	3 
PAS,DED1,SK02,SK	: 	6 	3 
PAS,DED1,SK03,SK	: 	5 	: 
PAS,DED1,SK04,DE	: 	: 	1 
PAS,DED1,SK04,SK	: 	2 	: 
PAS,DED1,UA,DE	: 	: 	1 
PAS,DED1,UKI1,DE	: 	: 	96 
PAS,DED2,AT11,DE	: 	: 	10 
PAS,DED2,AT12,DE	: 	: 	832 
PAS,DED2,AT13,DE	: 	: 	4575 
PAS,DED2,AT21,DE	: 	: 	174 
PAS,DED2,AT22,DE	: 	: 	325 
PAS,DED2,AT31,DE	: 	: 	1006 
PAS,DED2,AT32,DE	: 	: 	1190 
PAS,DED2,AT33,DE	: 	: 	718 
PAS,DED2,AT34,DE	: 	: 	179 
PAS,DED2,BE10,BE	171 	: 	200 
PAS,DED2,BE10,CY	: z	: 	: 
PAS,DED2,BE10,DE	: 	: 	16 
PAS,DED2,BE10,MT	: z	: 	: 
PAS,DED2,BE21,BE	38 	: 	44 
PAS,DED2,BE21,CY	: z	: 	: 
PAS,DED2,BE21,DE	: 	: 	4 
PAS,DED2,BE21,MT	: z	: 	: 
PAS,DED2,BE23,BE	29 	: 	34 
PAS,DED2,BE23,CY	: z	: 	: 
PAS,DED2,BE23,DE	: 	: 	3 
PAS,DED2,BE23,MT	: z	: 	: 
PAS,DED2,BE24,BE	41 	: 	48 
PAS,DED2,BE24,CY	: z	: 	: 
PAS,DED2,BE24,DE	: 	: 	4 
PAS,DED2,BE24,MT	: z	: 	: 
PAS,DED2,BE25,BE	44 	: 	52 
PAS,DED2,BE25,CY	: z	: 	: 
PAS,DED2,BE25,DE	: 	: 	5 
PAS,DED2,BE25,MT	: z	: 	: 
PAS,DED2,BE31,BE	4 	: 	5 
PAS,DED2,BE31,CY	: z	: 	: 
PAS,DED2,BE31,MT	: z	: 	: 
PAS,DED2,BE32,BE	4 	: 	5 
PAS,DED2,BE32,CY	: z	: 	: 
PAS,DED2,BE32,MT	: z	: 	: 
PAS,DED2,BE33,BE	42 	: 	49 
PAS,DED2,BE33,CY	: z	: 	: 
PAS,DED2,BE33,DE	: 	: 	4 
PAS,DED2,BE33,MT	: z	: 	: 
PAS,DED2,BE35,BE	10 	: 	12 
PAS,DED2,BE35,CY	: z	: 	: 
PAS,DED2,BE35,DE	: 	: 	1 
PAS,DED2,BE35,MT	: z	: 	: 
PAS,DED2,BG,DE	: 	: 	106 
PAS,DED2,BY,DE	: 	: 	1 
PAS,DED2,CH01,CH	724 	: 	: 
PAS,DED2,CH01,CY	: z	: z	: 
PAS,DED2,CH01,DE	: 	: 	485 
PAS,DED2,CH01,MT	: z	: z	: 
PAS,DED2,CH02,CH	4428 	: 	: 
PAS,DED2,CH02,CY	: z	: z	: 
PAS,DED2,CH02,DE	: 	: 	2116 
PAS,DED2,CH02,MT	: z	: z	: 
PAS,DED2,CH03,CH	2626 	: 	: 
PAS,DED2,CH03,CY	: z	: z	: 
PAS,DED2,CH03,DE	: 	: 	7362 
PAS,DED2,CH03,MT	: z	: z	: 
PAS,DED2,CH04,CH	3631 	: 	: 
PAS,DED2,CH04,CY	: z	: z	: 
PAS,DED2,CH04,DE	: 	: 	2358 
PAS,DED2,CH04,MT	: z	: z	: 
PAS,DED2,CH05,CH	351 	: 	: 
PAS,DED2,CH05,CY	: 	: z	: 
PAS,DED2,CH05,DE	: 	: 	861 
PAS,DED2,CH05,MT	: 	: z	: 
PAS,DED2,CH06,CH	583 	: 	: 
PAS,DED2,CH06,CY	: z	: z	: 
PAS,DED2,CH06,DE	: 	: 	682 
PAS,DED2,CH06,MT	: z	: z	: 
PAS,DED2,CH07,DE	: 	: 	70 
PAS,DED2,CZ01,CZ	77874 	39340 	24830 
PAS,DED2,CZ01,DE	: 	: 	44537 
PAS,DED2,CZ02,CZ	598 	270 	210 
PAS,DED2,CZ02,DE	: 	: 	351 
PAS,DED2,CZ03,CZ	632 	270 	310 
PAS,DED2,CZ03,DE	: 	: 	1031 
PAS,DED2,CZ04,CZ	48197 	26280 	6490 
PAS,DED2,CZ04,DE	: 	: 	11205 
PAS,DED2,CZ05,CZ	57211 	1160 	770 
PAS,DED2,CZ05,DE	: 	: 	1366 
PAS,DED2,CZ06,CZ	1560 	1390 	940 
PAS,DED2,CZ06,DE	: 	: 	2732 
PAS,DED2,CZ07,CZ	243 	200 	230 
PAS,DED2,CZ07,DE	: 	: 	537 
PAS,DED2,CZ08,CZ	271 	140 	190 
PAS,DED2,CZ08,DE	: 	: 	676 
PAS,DED2,CZXX,DE	49000 	48646 	: 
PAS,DED2,DE11,DE	: 	: 	27198 
PAS,DED2,DE12,DE	: 	: 	53431 
PAS,DED2,DE13,DE	: 	: 	27198 
PAS,DED2,DE14,DE	: 	: 	27198 
PAS,DED2,DE21,DE	: 	: 	54650 
PAS,DED2,DE22,DE	: 	: 	21072 
PAS,DED2,DE23,DE	: 	: 	21072 
PAS,DED2,DE24,DE	: 	: 	21072 
PAS,DED2,DE25,DE	: 	: 	21072 
PAS,DED2,DE26,DE	: 	: 	21072 
PAS,DED2,DE27,DE	: 	: 	21072 
PAS,DED2,DE30,DE	368000 	368368 	431518 
PAS,DED2,DE40,DE	260000 	: 	: 
PAS,DED2,DE41,DE	: 	: 	190469 
PAS,DED2,DE42,DE	: 	: 	190469 
PAS,DED2,DE50,DE	: 	: 	17293 
PAS,DED2,DE60,DE	105000 	105448 	108730 
PAS,DED2,DE71,DE	179000 	179271 	218370 
PAS,DED2,DE72,DE	: 	: 	20976 
PAS,DED2,DE73,DE	31000 	31256 	45363 
PAS,DED2,DE80,DE	98000 	97791 	69237 
PAS,DED2,DE91,DE	: 	: 	31046 
PAS,DED2,DE92,DE	: 	: 	100272 
PAS,DED2,DE93,DE	: 	: 	31046 
PAS,DED2,DE94,DE	: 	: 	31046 
PAS,DED2,DEA1,DE	: 	: 	58386 
PAS,DED2,DEA2,DE	: 	: 	55083 
PAS,DED2,DEA3,DE	: 	: 	27084 
PAS,DED2,DEA4,DE	: 	: 	27084 
PAS,DED2,DEA5,DE	: 	: 	27084 
PAS,DED2,DEB1,DE	: 	: 	14795 
PAS,DED2,DEB2,DE	: 	: 	14795 
PAS,DED2,DEB3,DE	: 	: 	14795 
PAS,DED2,DEC0,DE	: 	: 	6704 
PAS,DED2,DED1,DE	: 	529197 	386253 
PAS,DED2,DED2,DE	21321047 	19156653 	17161069 
PAS,DED2,DED3,DE	: 	657283 	738296 
PAS,DED2,DED4,DE	529000 	: 	: 
PAS,DED2,DED5,DE	657000 	: 	: 
PAS,DED2,DEE0,DE	164000 	: 	: 
PAS,DED2,DEE1,DE	: 	: 	40111 
PAS,DED2,DEE2,DE	: 	: 	100717 
PAS,DED2,DEE3,DE	: 	: 	40111 
PAS,DED2,DEF0,DE	: 	: 	82529 
PAS,DED2,DEG0,DE	166000 	: 	152710 
PAS,DED2,DEXX,DE	: 	589085 	: 
PAS,DED2,DK,DE	: 	: 	683 
PAS,DED2,DK,DK	: 	: 	875 
PAS,DED2,FR10,CY	: 	: z	: 
PAS,DED2,FR10,DE	: 	: 	343 
PAS,DED2,FR10,FR	: 	: 	: c
PAS,DED2,FR10,MT	: 	: z	: 
PAS,DED2,FR21,DE	: 	: 	5 
PAS,DED2,FR21,FR	: 	: 	: c
PAS,DED2,FR24,FR	: 	: 	: c
PAS,DED2,FR25,FR	: 	: 	: c
PAS,DED2,FR26,DE	: 	: 	3 
PAS,DED2,FR26,FR	: 	: 	: c
PAS,DED2,FR30,CY	: z	: 	: 
PAS,DED2,FR30,DE	: 	: 	1 
PAS,DED2,FR30,FR	1 	: 	: c
PAS,DED2,FR30,MT	: z	: 	: 
PAS,DED2,FR41,DE	: 	: 	64 
PAS,DED2,FR41,FR	: 	: 	: c
PAS,DED2,FR42,CY	: z	: z	: 
PAS,DED2,FR42,DE	: 	: 	131 
PAS,DED2,FR42,FR	13 	: 	: c
PAS,DED2,FR42,MT	: z	: z	: 
PAS,DED2,FR43,CY	: z	: 	: 
PAS,DED2,FR43,DE	: 	: 	1 
PAS,DED2,FR43,FR	1 	: 	: c
PAS,DED2,FR43,MT	: z	: 	: 
PAS,DED2,FR51,FR	: 	: 	: c
PAS,DED2,FR63,FR	: 	: 	: c
PAS,DED2,FR71,DE	: 	: 	8 
PAS,DED2,FR71,FR	: 	: 	: c
PAS,DED2,FR81,DE	: 	: 	8 
PAS,DED2,FR81,FR	: 	: 	: c
PAS,DED2,FR82,CY	: 	: z	: 
PAS,DED2,FR82,DE	: 	: 	6 
PAS,DED2,FR82,FR	: 	: 	: c
PAS,DED2,FR82,MT	: 	: z	: 
PAS,DED2,HR,DE	: 	: 	24 
PAS,DED2,HU10,CY	: z	: 	: 
PAS,DED2,HU10,DE	: 	: 	8064 
PAS,DED2,HU10,HU	734 	: 	3448 
PAS,DED2,HU10,MT	: z	: 	: 
PAS,DED2,HU21,DE	: 	: 	148 
PAS,DED2,HU21,HU	: 	: 	4 
PAS,DED2,HU22,DE	: 	: 	419 
PAS,DED2,HU22,HU	: 	: 	27 
PAS,DED2,HU23,CY	: z	: 	: 
PAS,DED2,HU23,DE	: 	: 	666 
PAS,DED2,HU23,HU	42 	: 	: 
PAS,DED2,HU23,MT	: z	: 	: 
PAS,DED2,HU31,CY	: z	: 	: 
PAS,DED2,HU31,DE	: 	: 	148 
PAS,DED2,HU31,HU	17 	: 	: 
PAS,DED2,HU31,MT	: z	: 	: 
PAS,DED2,HU32,CY	: z	: 	: 
PAS,DED2,HU32,DE	: 	: 	222 
PAS,DED2,HU32,HU	4 	: 	: 
PAS,DED2,HU32,MT	: z	: 	: 
PAS,DED2,HU33,CY	: z	: 	: 
PAS,DED2,HU33,DE	: 	: 	272 
PAS,DED2,HU33,HU	4 	: 	: 
PAS,DED2,HU33,MT	: z	: 	: 
PAS,DED2,ITC1,DE	: 	: 	11 
PAS,DED2,ITC1,IT	: 	: 	: c
PAS,DED2,ITC3,DE	: 	: 	15 
PAS,DED2,ITC3,IT	: 	: 	: c
PAS,DED2,ITC4,DE	: 	: 	77 
PAS,DED2,ITC4,IT	: 	: 	: c
PAS,DED2,ITD1,DE	: 	: 	101 
PAS,DED2,ITD1,IT	: 	: 	: c
PAS,DED2,ITD2,DE	: 	: 	45 
PAS,DED2,ITD2,IT	: 	: 	: c
PAS,DED2,ITD3,DE	: 	: 	132 
PAS,DED2,ITD3,IT	: 	: 	: c
PAS,DED2,ITD4,DE	: 	: 	9 
PAS,DED2,ITD5,DE	: 	: 	37 
PAS,DED2,ITD5,IT	: 	: 	: c
PAS,DED2,ITE1,DE	: 	: 	217 
PAS,DED2,ITE1,IT	: 	: 	: c
PAS,DED2,ITE2,DE	: 	: 	1 
PAS,DED2,ITE3,DE	: 	: 	5 
PAS,DED2,ITE3,IT	: 	: 	: c
PAS,DED2,ITE4,DE	: 	: 	24 
PAS,DED2,ITE4,IT	: 	: 	: c
PAS,DED2,ITF1,DE	: 	: 	1 
PAS,DED2,ITF3,DE	: 	: 	19 
PAS,DED2,ITF3,IT	: 	: 	: c
PAS,DED2,ITF4,DE	: 	: 	11 
PAS,DED2,ITG1,DE	: 	: 	1 
PAS,DED2,ITXX,IT	: 	: 	: c
PAS,DED2,LI,DE	: 	: 	4 
PAS,DED2,LT,DE	: 	: 	4 
PAS,DED2,LT,LT	: 	: 	16 
PAS,DED2,LU,CY	: 	: z	: 
PAS,DED2,LU,DE	: 	: 	93 
PAS,DED2,LU,LU	188 	209 	209 
PAS,DED2,LU,MT	: 	: z	: 
PAS,DED2,NL11,CY	: 	: z	: 
PAS,DED2,NL11,DE	: 	: 	88 
PAS,DED2,NL11,MT	: 	: z	: 
PAS,DED2,NL11,NL	: 	: 	81 
PAS,DED2,NL12,CY	: 	: z	: 
PAS,DED2,NL12,DE	: 	: 	44 
PAS,DED2,NL12,MT	: 	: z	: 
PAS,DED2,NL12,NL	: 	: 	30 
PAS,DED2,NL13,CY	: 	: z	: 
PAS,DED2,NL13,DE	: 	: 	9 
PAS,DED2,NL13,MT	: 	: z	: 
PAS,DED2,NL13,NL	: 	: 	10 
PAS,DED2,NL21,CY	: z	: z	: 
PAS,DED2,NL21,DE	: 	: 	188 
PAS,DED2,NL21,MT	: z	: z	: 
PAS,DED2,NL21,NL	186 	: 	143 
PAS,DED2,NL22,CY	: z	: z	: 
PAS,DED2,NL22,DE	: 	: 	336 
PAS,DED2,NL22,MT	: z	: z	: 
PAS,DED2,NL22,NL	449 	: 	343 
PAS,DED2,NL23,CY	: 	: z	: 
PAS,DED2,NL23,DE	: 	: 	22 
PAS,DED2,NL23,MT	: 	: z	: 
PAS,DED2,NL23,NL	: 	: 	22 
PAS,DED2,NL31,CY	: z	: z	: 
PAS,DED2,NL31,DE	: 	: 	674 
PAS,DED2,NL31,MT	: z	: z	: 
PAS,DED2,NL31,NL	738 	: 	560 
PAS,DED2,NL32,CY	: z	: z	: 
PAS,DED2,NL32,DE	: 	: 	829 
PAS,DED2,NL32,MT	: z	: z	: 
PAS,DED2,NL32,NL	1078 	: 	825 
PAS,DED2,NL33,CY	: z	: z	: 
PAS,DED2,NL33,DE	: 	: 	569 
PAS,DED2,NL33,MT	: z	: z	: 
PAS,DED2,NL33,NL	819 	: 	627 
PAS,DED2,NL34,CY	: 	: z	: 
PAS,DED2,NL34,DE	: 	: 	26 
PAS,DED2,NL34,MT	: 	: z	: 
PAS,DED2,NL34,NL	: 	: 	23 
PAS,DED2,NL41,CY	: z	: z	: 
PAS,DED2,NL41,DE	: 	: 	535 
PAS,DED2,NL41,MT	: z	: z	: 
PAS,DED2,NL41,NL	365 	: 	276 
PAS,DED2,NL42,CY	: 	: z	: 
PAS,DED2,NL42,DE	: 	: 	58 
PAS,DED2,NL42,MT	: 	: z	: 
PAS,DED2,NL42,NL	: 	: 	41 
PAS,DED2,NO01,DE	: 	: 	5 
PAS,DED2,PL11,DE	: 	: 	233 
PAS,DED2,PL11,PL	: 	6 	7 
PAS,DED2,PL12,DE	: 	: 	1973 
PAS,DED2,PL12,PL	2 	33 	19 
PAS,DED2,PL21,DE	: 	: 	776 
PAS,DED2,PL21,PL	: 	121 	94 
PAS,DED2,PL22,DE	: 	: 	294 
PAS,DED2,PL22,PL	4 	32 	59 
PAS,DED2,PL31,DE	: 	: 	30 
PAS,DED2,PL31,PL	: 	: 	20 
PAS,DED2,PL32,DE	: 	: 	54 
PAS,DED2,PL32,PL	: 	17 	8 
PAS,DED2,PL33,DE	: 	: 	3 
PAS,DED2,PL34,DE	: 	: 	42 
PAS,DED2,PL41,DE	: 	: 	176 
PAS,DED2,PL41,PL	1 	2 	: 
PAS,DED2,PL42,DE	: 	: 	78 
PAS,DED2,PL42,PL	1 	8 	3 
PAS,DED2,PL43,DE	: 	: 	15 
PAS,DED2,PL43,PL	1 	2 	1 
PAS,DED2,PL51,DE	: 	: 	8407 
PAS,DED2,PL51,PL	3071 	3477 	1950 
PAS,DED2,PL52,DE	: 	: 	90 
PAS,DED2,PL52,PL	: 	9 	5 
PAS,DED2,PL61,DE	: 	: 	22 
PAS,DED2,PL61,PL	: 	3 	: 
PAS,DED2,PL62,DE	: 	: 	39 
PAS,DED2,PL63,DE	: 	: 	76 
PAS,DED2,PL63,PL	: 	2 	8 
PAS,DED2,RO,DE	: 	: 	626 
PAS,DED2,RS_ME,DE	: 	: 	13 
PAS,DED2,RU,DE	: 	: 	112 
PAS,DED2,SE22,DE	: 	: 	223 
PAS,DED2,SI,DE	: 	: 	24 
PAS,DED2,SI,SI	: 	: 	21 
PAS,DED2,SI01,SI	: 	17 	: 
PAS,DED2,SI02,SI	: 	41 	: 
PAS,DED2,SI04,SI	7 	: 	: 
PAS,DED2,SK01,DE	: 	: 	303 
PAS,DED2,SK01,SK	120 	236 	180 
PAS,DED2,SK02,DE	: 	: 	66 
PAS,DED2,SK02,SK	58 	92 	95 
PAS,DED2,SK03,DE	: 	: 	26 
PAS,DED2,SK03,SK	10 	8 	24 
PAS,DED2,SK04,DE	: 	: 	37 
PAS,DED2,SK04,SK	: 	19 	21 
PAS,DED2,UA,DE	: 	: 	7 
PAS,DED3,AT11,DE	: 	: 	6 
PAS,DED3,AT12,DE	: 	: 	131 
PAS,DED3,AT13,DE	: 	: 	1022 
PAS,DED3,AT21,DE	: 	: 	212 
PAS,DED3,AT22,DE	: 	: 	229 
PAS,DED3,AT31,DE	: 	: 	477 
PAS,DED3,AT32,DE	: 	: 	1047 
PAS,DED3,AT33,DE	: 	: 	938 
PAS,DED3,AT34,DE	: 	: 	162 
PAS,DED3,BE10,BE	: 	: 	322 
PAS,DED3,BE10,DE	: 	: 	29 
PAS,DED3,BE21,BE	: 	: 	53 
PAS,DED3,BE21,DE	: 	: 	5 
PAS,DED3,BE22,BE	: 	: 	5 
PAS,DED3,BE23,BE	: 	: 	67 
PAS,DED3,BE23,DE	: 	: 	6 
PAS,DED3,BE24,BE	: 	: 	42 
PAS,DED3,BE24,DE	: 	: 	3 
PAS,DED3,BE25,BE	: 	: 	14 
PAS,DED3,BE25,DE	: 	: 	1 
PAS,DED3,BE31,BE	: 	: 	6 
PAS,DED3,BE32,BE	: 	: 	20 
PAS,DED3,BE32,DE	: 	: 	2 
PAS,DED3,BE33,BE	: 	: 	52 
PAS,DED3,BE33,DE	: 	: 	4 
PAS,DED3,BY,DE	: 	: 	1 
PAS,DED3,CH01,CY	: 	: z	: 
PAS,DED3,CH01,DE	: 	: 	338 
PAS,DED3,CH01,MT	: 	: z	: 
PAS,DED3,CH02,CY	: 	: z	: 
PAS,DED3,CH02,DE	: 	: 	1398 
PAS,DED3,CH02,MT	: 	: z	: 
PAS,DED3,CH03,CY	: 	: z	: 
PAS,DED3,CH03,DE	: 	: 	4559 
PAS,DED3,CH03,MT	: 	: z	: 
PAS,DED3,CH04,CY	: 	: z	: 
PAS,DED3,CH04,DE	: 	: 	1884 
PAS,DED3,CH04,MT	: 	: z	: 
PAS,DED3,CH05,CY	: 	: z	: 
PAS,DED3,CH05,DE	: 	: 	660 
PAS,DED3,CH05,MT	: 	: z	: 
PAS,DED3,CH06,CY	: 	: z	: 
PAS,DED3,CH06,DE	: 	: 	627 
PAS,DED3,CH06,MT	: 	: z	: 
PAS,DED3,CH07,DE	: 	: 	62 
PAS,DED3,CZ01,CZ	: 	4950 	2270 
PAS,DED3,CZ01,DE	: 	: 	2409 
PAS,DED3,CZ02,CZ	: 	40 	20 
PAS,DED3,CZ02,DE	: 	: 	24 
PAS,DED3,CZ03,CZ	: 	60 	50 
PAS,DED3,CZ03,DE	: 	: 	322 
PAS,DED3,CZ04,CZ	: 	690 	430 
PAS,DED3,CZ04,DE	: 	: 	402 
PAS,DED3,CZ05,CZ	: 	130 	120 
PAS,DED3,CZ05,DE	: 	: 	237 
PAS,DED3,CZ06,CZ	: 	380 	210 
PAS,DED3,CZ06,DE	: 	: 	557 
PAS,DED3,CZ07,CZ	: 	100 	80 
PAS,DED3,CZ07,DE	: 	: 	75 
PAS,DED3,CZ08,CZ	: 	60 	50 
PAS,DED3,CZ08,DE	: 	: 	274 
PAS,DED3,DE11,DE	: 	: 	27198 
PAS,DED3,DE12,DE	: 	: 	27198 
PAS,DED3,DE13,DE	: 	: 	27198 
PAS,DED3,DE14,DE	: 	: 	27198 
PAS,DED3,DE21,DE	: 	: 	94067 
PAS,DED3,DE22,DE	: 	: 	21072 
PAS,DED3,DE23,DE	: 	: 	21072 
PAS,DED3,DE24,DE	: 	: 	21072 
PAS,DED3,DE25,DE	: 	: 	37905 
PAS,DED3,DE26,DE	: 	: 	21072 
PAS,DED3,DE27,DE	: 	: 	21072 
PAS,DED3,DE30,DE	: 	348771 	273989 
PAS,DED3,DE41,DE	: 	: 	149726 
PAS,DED3,DE42,DE	: 	: 	149726 
PAS,DED3,DE50,DE	: 	: 	17293 
PAS,DED3,DE60,DE	: 	79830 	62354 
PAS,DED3,DE71,DE	: 	187502 	200047 
PAS,DED3,DE72,DE	: 	: 	20976 
PAS,DED3,DE73,DE	: 	39573 	50917 
PAS,DED3,DE80,DE	: 	416673 	76471 
PAS,DED3,DE91,DE	: 	: 	31046 
PAS,DED3,DE92,DE	: 	: 	87848 
PAS,DED3,DE93,DE	: 	: 	31046 
PAS,DED3,DE94,DE	: 	: 	31046 
PAS,DED3,DEA1,DE	: 	: 	69991 
PAS,DED3,DEA2,DE	: 	: 	27084 
PAS,DED3,DEA3,DE	: 	: 	27084 
PAS,DED3,DEA4,DE	: 	: 	27084 
PAS,DED3,DEA5,DE	: 	: 	27084 
PAS,DED3,DEB1,DE	: 	: 	14795 
PAS,DED3,DEB2,DE	: 	: 	14795 
PAS,DED3,DEB3,DE	: 	: 	14795 
PAS,DED3,DEC0,DE	: 	: 	6704 
PAS,DED3,DED1,DE	: 	487369 	397501 
PAS,DED3,DED2,DE	: 	722729 	668775 
PAS,DED3,DED3,DE	: 	6933915 	8109587 
PAS,DED3,DEE1,DE	: 	: 	372745 
PAS,DED3,DEE2,DE	: 	: 	1029092 
PAS,DED3,DEE3,DE	: 	: 	222716 
PAS,DED3,DEF0,DE	: 	: 	18824 
PAS,DED3,DEG0,DE	: 	: 	565064 
PAS,DED3,DEXX,DE	: 	2553466 	: 
PAS,DED3,DK,DE	: 	: 	530 
PAS,DED3,DK,DK	: 	: 	649 
PAS,DED3,FR10,DE	: 	: 	377 
PAS,DED3,FR10,FR	: 	: 	: c
PAS,DED3,FR21,FR	: 	: 	: c
PAS,DED3,FR22,DE	: 	: 	2 
PAS,DED3,FR22,FR	: 	: 	: c
PAS,DED3,FR23,FR	: 	: 	: c
PAS,DED3,FR24,FR	: 	: 	: c
PAS,DED3,FR25,DE	: 	: 	2 
PAS,DED3,FR25,FR	: 	: 	: c
PAS,DED3,FR26,DE	: 	: 	9 
PAS,DED3,FR26,FR	: 	: 	: c
PAS,DED3,FR41,CY	: 	: z	: 
PAS,DED3,FR41,DE	: 	: 	30 
PAS,DED3,FR41,FR	: 	: 	: c
PAS,DED3,FR41,MT	: 	: z	: 
PAS,DED3,FR42,CY	: 	: z	: 
PAS,DED3,FR42,DE	: 	: 	81 
PAS,DED3,FR42,FR	: 	: 	: c
PAS,DED3,FR42,MT	: 	: z	: 
PAS,DED3,FR43,DE	: 	: 	3 
PAS,DED3,FR43,FR	: 	: 	: c
PAS,DED3,FR51,FR	: 	: 	: c
PAS,DED3,FR52,FR	: 	: 	: c
PAS,DED3,FR53,FR	: 	: 	: c
PAS,DED3,FR61,FR	: 	: 	: c
PAS,DED3,FR71,DE	: 	: 	11 
PAS,DED3,FR71,FR	: 	: 	: c
PAS,DED3,FR72,DE	: 	: 	1 
PAS,DED3,FR81,DE	: 	: 	8 
PAS,DED3,FR81,FR	: 	: 	: c
PAS,DED3,FR82,DE	: 	: 	15 
PAS,DED3,FR82,FR	: 	: 	: c
PAS,DED3,HR,DE	: 	: 	66 
PAS,DED3,HR01,HR	: 	48 	: 
PAS,DED3,HR02,HR	: 	1 	: 
PAS,DED3,HU10,DE	: 	: 	542 
PAS,DED3,HU10,HU	: 	: 	536 
PAS,DED3,HU21,DE	: 	: 	25 
PAS,DED3,HU22,DE	: 	: 	25 
PAS,DED3,HU22,HU	: 	: 	8 
PAS,DED3,HU23,DE	: 	: 	98 
PAS,DED3,HU32,DE	: 	: 	25 
PAS,DED3,HU33,DE	: 	: 	25 
PAS,DED3,ITC1,DE	: 	: 	15 
PAS,DED3,ITC1,IT	: 	: 	: c
PAS,DED3,ITC3,DE	: 	: 	7 
PAS,DED3,ITC3,IT	: 	: 	: c
PAS,DED3,ITC4,DE	: 	: 	108 
PAS,DED3,ITC4,IT	: 	: 	: c
PAS,DED3,ITD1,DE	: 	: 	242 
PAS,DED3,ITD1,IT	: 	: 	: c
PAS,DED3,ITD2,DE	: 	: 	29 
PAS,DED3,ITD2,IT	: 	: 	: c
PAS,DED3,ITD3,DE	: 	: 	106 
PAS,DED3,ITD3,IT	: 	: 	: c
PAS,DED3,ITD4,DE	: 	: 	17 
PAS,DED3,ITD4,IT	: 	: 	: c
PAS,DED3,ITD5,DE	: 	: 	43 
PAS,DED3,ITD5,IT	: 	: 	: c
PAS,DED3,ITE1,DE	: 	: 	51 
PAS,DED3,ITE1,IT	: 	: 	: c
PAS,DED3,ITE2,DE	: 	: 	1 
PAS,DED3,ITE2,IT	: 	: 	: c
PAS,DED3,ITE3,DE	: 	: 	32 
PAS,DED3,ITE3,IT	: 	: 	: c
PAS,DED3,ITE4,DE	: 	: 	44 
PAS,DED3,ITE4,IT	: 	: 	: c
PAS,DED3,ITF1,DE	: 	: 	5 
PAS,DED3,ITF1,IT	: 	: 	: c
PAS,DED3,ITF3,DE	: 	: 	17 
PAS,DED3,ITF3,IT	: 	: 	: c
PAS,DED3,ITF4,DE	: 	: 	15 
PAS,DED3,ITF6,DE	: 	: 	1 
PAS,DED3,ITF6,IT	: 	: 	: c
PAS,DED3,ITG1,DE	: 	: 	1 
PAS,DED3,ITG1,IT	: 	: 	: c
PAS,DED3,ITXX,IT	: 	: 	: c
PAS,DED3,LI,DE	: 	: 	4 
PAS,DED3,LT,DE	: 	: 	4 
PAS,DED3,LU,CY	: 	: z	: 
PAS,DED3,LU,DE	: 	: 	43 
PAS,DED3,LU,LU	: 	190 	193 
PAS,DED3,LU,MT	: 	: z	: 
PAS,DED3,NL11,CY	: 	: z	: 
PAS,DED3,NL11,DE	: 	: 	67 
PAS,DED3,NL11,MT	: 	: z	: 
PAS,DED3,NL11,NL	: 	: 	77 
PAS,DED3,NL12,CY	: 	: z	: 
PAS,DED3,NL12,DE	: 	: 	12 
