unit,geo\time	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 
P_MHAB,DEE0	35.128 p	41.927 	43.468 	46.455 	40.664 	52.765 	49.811 	45.73 	36.117 	56.644 	37.77 	46.196 	42.371 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE01	30.639 p	37.397 	47.172 	64.041 	26.464 	71.238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE02	52.887 p	97.955 	97.364 	96.99 	104.697 	152.13 	114.672 	102.098 	79.835 	134.695 	111.667 	135.265 	75.602 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE03	71.999 p	51.744 	73.593 	49.164 	53.576 	72.403 	88.772 	78.041 	45.488 	82.439 	50.793 	53.402 	63.385 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE04	9.385 p	22.343 	5.858 	36.009 	18.216 	29.087 	15.618 	27.888 	10.074 	11.871 	5.775 	34.608 	27.006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE05	42.299 p	47.95 	36.817 	56.476 	65.016 	47.372 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE06	20.383 p	27.22 	55.056 	30.065 	35.91 	39.073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE07	31.415 p	40.53 	25.346 	18.538 	24.534 	54.037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE08	7.834 p	13.286 	9.622 	16.467 	29.069 	7.704 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE09	29.977 p	77.73 	56.372 	67.493 	41.408 	63.419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE0A	44.71 p	9.98 	28.061 	20.096 	17.381 	26.586 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE0B	46.122 p	33.106 	38.739 	84.164 	42.943 	46.763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE0C	24.18 p	40.748 	42.332 	26.764 	22.397 	32.686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE0D	24.962 p	: 	20.214 	17.061 	14.357 	19.926 	11.427 	: 	6.119 	12.786 	2.382 	: 	16.066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE0E	8.715 p	16.853 	21.591 	27.131 	20.363 	15.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF	147.098 p	175.863 	148.282 	154.961 	161.382 	154.46 	152.255 	142.317 	147.632 	155.838 	131.219 	150.862 	131.888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF0	147.098 p	175.863 	148.282 	154.961 	161.382 	154.46 	152.255 	142.317 	147.632 	155.838 	131.219 	150.862 	131.888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF01	15.891 p	155.365 	75.253 	170.428 	50.346 	57.717 	58.086 	29.15 	91.794 	67.411 	88.778 	45.918 	98.639 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF02	150.181 p	183.988 	149.949 	161.167 	152.932 	161.876 	116.963 	96.259 	147.529 	166.117 	112.555 	119.469 	178.105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF03	129.074 p	150.31 	180.966 	123.855 	98.279 	153.778 	160.651 	81.228 	121.126 	141.068 	103.983 	104.405 	71.112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF04	64.337 p	107.38 	55.269 	81.842 	60.571 	96.104 	70.064 	117.115 	79.163 	70.15 	132.712 	146.309 	119.263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF05	42.292 p	57.79 	55.663 	102.535 	47.27 	30.695 	45.752 	19.287 	67.963 	62.06 	19.644 	9.696 	43.821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF06	300.999 p	380.149 	225.635 	239.218 	328.391 	280.508 	225.558 	332.01 	271.883 	342.539 	334.084 	292.414 	265.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF07	33.322 p	25.018 	17.494 	51.483 	51.161 	58.579 	35.938 	16.386 	29.758 	31.265 	31.389 	33.966 	22.565 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF08	170.896 p	96.012 	99.977 	102.928 	126.988 	121.485 	97.942 	82.495 	70.196 	75.942 	66.524 	109.52 	45.084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF09	234.479 p	223.902 	168.336 	210.037 	232.61 	205.525 	222.317 	241.122 	200.141 	223.445 	220.234 	323.927 	213.948 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF0A	83.712 p	127.708 	143.194 	179.302 	209.272 	122.822 	77.476 	93.174 	148.255 	119.374 	128.121 	135.144 	112.534 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF0B	162.07 p	217.549 	219.085 	199.305 	192.155 	196.155 	171.441 	123.055 	165.524 	176.14 	103.592 	126.208 	142.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF0C	24.068 p	81.707 	55.789 	47.672 	62.832 	66.495 	38.964 	19.15 	34.267 	62.542 	37.552 	17.041 	6.364 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF0D	147.632 p	174.344 	143.521 	161.391 	179.495 	175.83 	264.317 	238.01 	180.299 	231.306 	181.676 	196.312 	169.904 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF0E	126.631 p	171.185 	112.544 	114.848 	159.582 	115.582 	105.298 	96.293 	141.683 	87.574 	66.497 	83.292 	116.938 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEF0F	254.834 p	305.759 	305.22 	250.462 	256.617 	253.738 	315.83 	317.308 	300.035 	240.527 	213.784 	290.925 	238.811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG	115.77 p	120.938 	123.722 	132.337 	130.957 	122.485 	120.917 	112.976 	114.287 	107.716 	93.888 	91.718 	86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0	115.77 p	120.938 	123.722 	132.337 	130.957 	122.485 	120.917 	112.976 	114.287 	107.716 	93.888 	91.718 	86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG01	142.55 p	124.101 	112.349 	156.345 	112.995 	56.4 	107.915 	127.933 	158.794 	98.216 	115.227 	65.465 	69.212 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG02	24.301 p	25.186 	32.504 	35.373 	41.922 	23.07 	29.63 	25.392 	29.803 	26.184 	38.662 	14.357 	17.434 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG03	561.998 p	632.746 	557.784 	709.823 	668.211 	952.153 	1025.924 	833.74 	912.466 	847.805 	760.798 	753.206 	724.802 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG04	59.395 p	155.509 	33.649 	66.463 	49.25 	93.643 	73.087 	13.287 	40.423 	54.862 	26.729 	119.729 	35.565 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG05	139.453 p	237.023 	203.885 	120.115 	242.12 	242.552 	107.286 	177.544 	275.583 	167.788 	104.531 	142.411 	162.205 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG06	43.712 p	32.511 	46.392 	49.281 	84.504 	72.555 	65.819 	39.064 	81.019 	35.556 	14.547 	45.746 	13.337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG07	70.634 p	306.015 	260.079 	317.493 	92.74 	22.347 	32.047 	16.187 	22.694 	15.523 	39.003 	10.141 	33.315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG09	43.502 p	5.333 	86.492 	85.096 	68.522 	22.909 	21.937 	14.509 	23.693 	49.01 	34.699 	29.288 	44.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0A	91.089 p	132.967 	48.397 	30.775 	29.638 	40.433 	13.929 	10.724 	16.527 	34.479 	26.887 	31.587 	13.957 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0B	78.804 p	106.938 	112.861 	94.141 	165.944 	127.609 	81.52 	85.4 	64.668 	90.178 	59.303 	53.444 	66.553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0C	60.143 p	40.129 	86.276 	99.042 	58.838 	74.531 	92.664 	145.547 	88.8 	87.293 	66.885 	77.696 	80.005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0D	54.185 p	10.017 	47.498 	13.448 	18.204 	70.042 	54.251 	44.969 	33.939 	3.141 	66.357 	19.457 	36.637 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0E	142.519 p	78.947 	124.602 	182.226 	33.561 	56.972 	80.961 	87.387 	71.806 	100.73 	22.8 	54.172 	31.955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0F	177.167 p	203.026 	217.9 	201.647 	302.329 	207.079 	153.742 	193.122 	148.069 	160.487 	139.293 	142.604 	161.371 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0G	90.889 p	82.651 	55.69 	96.364 	90.334 	115.905 	65.012 	149.558 	207.979 	130.066 	59.953 	75.785 	70.809 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0H	106.837 p	66.051 	147.127 	193.101 	66.363 	126.422 	105.773 	59.862 	43.086 	140.771 	91.701 	98.772 	86.521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0I	88.056 p	98.701 	90.108 	93.309 	55.783 	105.978 	113.601 	69.854 	71.691 	104.699 	76.174 	68.556 	96.421 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0J	236.029 p	201.246 	181.579 	188.211 	222.522 	273.303 	252.091 	207.281 	120.246 	211.146 	203.096 	178.433 	148.486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0K	21.172 p	67.427 	52.69 	35.291 	45.87 	43.434 	90.479 	20.846 	30.091 	22.048 	32.695 	41.281 	10.035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0L	74.716 p	33.285 	114.217 	54.087 	119.629 	24.916 	43.243 	21.77 	26.862 	33.27 	38.788 	40.85 	12.624 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0M	83.947 p	40.785 	58.075 	27.826 	92.631 	26.069 	28.957 	20.854 	32.021 	9.018 	1.512 	18.301 	6.483 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0N	260.191 p	74.152 	95.456 	136.814 	208.968 	67.162 	24.699 	82.204 	65.788 	40.401 	176.529 	135.007 	84.272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEG0P	50.817 p	53.692 	52.268 	46.834 	109.138 	47.923 	61.083 	76.607 	40.78 	46.145 	24.574 	46.863 	40.422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK	186.461 p	261.256 	230.32 	216.522 	236.585 	238.955 	209.715 	220.091 	205.823 	207.265 	179.871 	173.426 	184.504 	164.232 	151.487 	121.076 	119.455 	96.221 	92.381 	83.262 	76.093 	69.681 	64.628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK0	182.458 p	259.962 	228.596 	214.747 	234.419 	236.13 	208.28 	218.668 	204.782 	206.226 	179.334 	172.567 	183.823 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK01	241.166 p	359.118 	336.684 	318.568 	374.949 	386.895 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK011	161.751 p	222.796 	216.314 	199.992 	264.841 	261.031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK012	253.31 p	376.816 	373.324 	363.491 	415.853 	407.781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK013	367.351 p	578.702 	505.027 	473.622 	526.017 	579.899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK014	72.453 p	47.737 	47.332 	23.442 	23.303 	61.899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK02	77.698 p	124.548 	113.849 	116.663 	132.873 	137.051 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK021	165.8 p	232.635 	226.453 	203.035 	237.934 	293.023 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK022	41.876 p	80.976 	68.773 	82.345 	91.266 	75.028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK03	133.834 p	184.341 	172.427 	172.189 	173.765 	130.045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK031	74.548 p	130.05 	174.936 	146.858 	160.133 	96.168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK032	173.999 p	221.13 	170.726 	189.342 	182.998 	153.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK04	253.907 p	334.942 	254.083 	227.517 	226.274 	255.323 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK041	303.814 p	388.774 	283.229 	201.44 	236.773 	255.709 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK042	228.531 p	307.38 	239.031 	241.092 	220.785 	255.107 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK05	101.311 p	154.339 	138.882 	116.707 	121.191 	126.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DK050	101.311 p	154.339 	138.882 	116.707 	121.191 	126.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EE	13.153 p	19.479 	28.261 	32.903 	26.352 	21.014 	15.71 	4.688 	6.236 	7.563 	4.12 	6.584 	3.269 	5.278 	3.754 	4.267 	3.859 	2.072 	0.765 	1.767 	0.965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EE0	13.153 p	19.479 	28.261 	32.806 	26.247 	21.014 	15.71 	4.688 	6.236 	7.563 	4.12 	6.34 	3.269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EE00	13.153 p	19.479 	28.261 	32.806 	26.247 	21.014 	15.71 	4.688 	6.236 	7.563 	4.12 	6.34 	3.269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EE001	23.609 p	30.948 	42.882 	56.552 	53.848 	33.537 	23.098 	9.469 	11.773 	13.244 	10.511 	9.687 	8.239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EE004	8.892 p	6.608 	0.522 	4.338 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EE006	7.821 p	1.31 	3.415 	: 	4.307 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EE007	: 	: 	5.038 	6.217 	1.533 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EE008	5.224 p	22.198 	37.498 	32.647 	14.231 	29.29 	25.301 	3.588 	6.232 	9.301 	0.277 	10.109 	0.466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL	7.237 p	7.574 	5.891 	8.302 	8.489 	9.403 	9.64 	10.079 	6.013 	7.786 	7.067 	6.531 	5.231 	4.812 	5.605 	4.878 	3.493 	2.653 	2.912 	1.598 	3.463 	2.295 	2.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL1	3.139 p	5.781 	5.371 	5.536 	4.291 	6.925 	7.132 	7.257 	4.053 	4.566 	4.743 	3.428 	3.476 	2.307 	3.562 	2.797 	1.845 	1.78 	0.953 	1.197 	1.202 	1.005 	2.354 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL11	3.48 p	: 	: 	1.643 	2.478 	4.146 	: 	0.419 	: 	: 	: 	0.428 	: 	: 	1.72 	: 	: 	: 	: 	1.742 	: 	1.746 	1.203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL111	: 	: 	: 	6.764 	10.196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL112	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.955 	: 	: 	: 	: 	: 	: 	10.855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL113	: 	: 	: 	: 	: 	9.075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL114	19.986 p	: 	: 	: 	: 	5.13 	: 	: 	: 	: 	: 	2.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL115	1.22 p	: 	: 	: 	: 	7.164 	: 	1.796 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL12	3.896 p	10.029 	8.299 	8.715 	6.401 	7.945 	12.115 	9.747 	5.434 	8.414 	6.739 	6.281 	6.262 	3.801 	5.818 	5.315 	3.38 	2.836 	1.712 	1.726 	2.319 	1.165 	3.563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL121	: 	6.979 	7.001 	1.76 	: 	21.334 	: 	7.181 	7.207 	14.462 	7.259 	7.248 	3.845 	: 	7.236 	7.252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL122	5.708 p	15.628 	11.078 	14.199 	9.035 	10.454 	20.467 	14.851 	7.548 	11.563 	9.638 	8.847 	9.282 	6.527 	8.119 	8.229 	5.383 	3.957 	2.996 	3.032 	4.085 	2.052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL123	: 	: 	12.294 	: 	12.353 	: 	: 	: 	: 	: 	12.498 	: 	: 	: 	: 	: 	: 	12.857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL124	: 	: 	2.318 	: 	: 	: 	: 	3.546 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,EL125	7.703 p	: 	7.83 	: 	: 	: 	: 	: 	: 	: 	: 	8.472 	: 	: 	: 	: 	4.289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
