unit,nstr24,geo\time	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
THS_T,11,BE341	2 	5 	: 	: z	: 	6 	20 	2 	2 
THS_T,11,BE342	3 	3 	: 	1 	: 	2 	: 	: 	: 
THS_T,11,BE343	9 	25 	: 	: 	92 	6 	: 	1 	: 
THS_T,11,BE344	: 	: 	4 	9 	5 	3 	: 	12 	3 
THS_T,11,BE345	: 	: 	: 	: 	: 	4 	: 	: 	: 
THS_T,11,BE351	: 	13 	5 	3 	17 	4 	62 	22 	1 
THS_T,11,BE352	9 	32 	12 	12 	34 	86 	15 	51 	4 
THS_T,11,BE353	3 	59 	82 	11 	91 	19 	: 	1 	29 
THS_T,11,BG311	: 	5 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG313	14 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG314	8 	80 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG315	: 	277 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG321	3 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG322	: 	5 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG323	33 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG331	103 	98 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG332	: 	8 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG333	: 	37 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG334	: 	10 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG341	440 	16 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG342	22 	3 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG343	: 	66 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG344	: 	17 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG411	: 	8 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG421	22 	45 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG422	5 	30 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG424	1 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,BG425	: 	24 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,CY	: 	: 	: 	71 	: 	: 	: 	: 	: 
THS_T,11,CY000	4 	8 	: 	71 	: 	: 	: 	: 	: 
THS_T,11,CZ01	: 	: 	: 	: 	466 	360 	260 	289 	: 
THS_T,11,CZ010	254 	299 	202 	414 	466 	360 	260 	289 	: 
THS_T,11,CZ020	613 	678 	585 	641 	934 	1187 	1538 	426 	: 
THS_T,11,CZ031	86 	122 	161 	304 	291 	223 	175 	119 	: 
THS_T,11,CZ032	343 	249 	936 	363 	845 	505 	1078 	372 	: 
THS_T,11,CZ041	161 	34 	26 	166 	133 	8 	29 	156 	: 
THS_T,11,CZ042	667 	253 	371 	314 	100 	556 	390 	429 	: 
THS_T,11,CZ051	115 	102 	68 	62 	433 	45 	227 	291 	: 
THS_T,11,CZ052	476 	244 	155 	348 	213 	276 	80 	166 	: 
THS_T,11,CZ053	201 	229 	222 	212 	207 	265 	129 	81 	: 
THS_T,11,CZ061	227 	187 	67 	204 	151 	147 	145 	402 	: 
THS_T,11,CZ062	530 	344 	652 	637 	336 	353 	637 	189 	: 
THS_T,11,CZ071	266 	317 	455 	257 	792 	584 	147 	213 	: 
THS_T,11,CZ072	172 	348 	592 	687 	563 	361 	265 	290 	: 
THS_T,11,CZ080	2951 	2075 	4954 	1165 	5584 	3920 	1270 	2935 	: 
THS_T,11,DE111	158 	163 	230 	147 	269 	276 	164 	289 	498 
THS_T,11,DE112	43 	43 	38 	23 	42 	100 	48 	67 	90 
THS_T,11,DE113	202 	377 	158 	170 	218 	462 	125 	328 	421 
THS_T,11,DE114	85 	139 	151 	191 	90 	121 	131 	96 	165 
THS_T,11,DE115	112 	157 	118 	135 	227 	123 	112 	106 	139 
THS_T,11,DE116	136 	135 	71 	59 	205 	68 	142 	87 	66 
THS_T,11,DE117	: 	108 	91 	74 	68 	130 	132 	346 	212 
THS_T,11,DE118	300 	146 	220 	196 	113 	327 	70 	39 	64 
THS_T,11,DE119	35 	51 	39 	23 	16 	31 	34 	60 	24 
THS_T,11,DE11A	145 	315 	151 	143 	80 	32 	166 	212 	171 
THS_T,11,DE11B	34 	9 	24 	15 	4 	5 	1 	7 	2 
THS_T,11,DE11C	47 	24 	31 	55 	25 	19 	32 	56 	51 
THS_T,11,DE11D	95 	196 	61 	68 	165 	139 	126 	158 	49 
THS_T,11,DE121	4 	1 	1 	2 	1 	2 	41 	1 	10 
THS_T,11,DE122	: 	127 	38 	39 	59 	43 	58 	73 	52 
THS_T,11,DE123	100 	95 	36 	46 	44 	96 	89 	54 	33 
THS_T,11,DE124	278 	125 	289 	203 	202 	148 	336 	165 	78 
THS_T,11,DE125	24 	85 	55 	32 	56 	106 	98 	355 	111 
THS_T,11,DE126	429 	191 	147 	247 	94 	366 	205 	478 	180 
THS_T,11,DE127	11 	15 	18 	7 	18 	55 	25 	12 	19 
THS_T,11,DE128	100 	99 	61 	69 	29 	52 	77 	112 	60 
THS_T,11,DE129	9 	9 	16 	37 	28 	8 	22 	17 	22 
THS_T,11,DE12A	36 	31 	37 	29 	35 	17 	70 	32 	31 
THS_T,11,DE12B	31 	34 	35 	93 	57 	29 	37 	149 	49 
THS_T,11,DE12C	45 	61 	28 	12 	49 	7 	15 	20 	36 
THS_T,11,DE131	28 	29 	81 	19 	12 	5 	5 	26 	5 
THS_T,11,DE132	39 	45 	40 	68 	27 	50 	23 	16 	36 
THS_T,11,DE133	27 	23 	19 	11 	21 	41 	14 	13 	23 
THS_T,11,DE134	199 	187 	156 	128 	185 	174 	291 	142 	272 
THS_T,11,DE135	111 	152 	126 	143 	58 	57 	138 	137 	93 
THS_T,11,DE136	77 	75 	55 	58 	56 	81 	80 	120 	72 
THS_T,11,DE137	148 	90 	41 	69 	73 	36 	67 	73 	61 
THS_T,11,DE138	58 	69 	27 	69 	42 	40 	42 	98 	47 
THS_T,11,DE139	59 	69 	8 	35 	19 	14 	67 	24 	41 
THS_T,11,DE13A	30 	86 	33 	28 	59 	28 	28 	28 	16 
THS_T,11,DE141	31 	88 	50 	47 	51 	48 	99 	198 	46 
THS_T,11,DE142	19 	51 	42 	25 	18 	52 	74 	39 	21 
THS_T,11,DE143	17 	76 	11 	43 	14 	28 	55 	19 	35 
THS_T,11,DE144	39 	7 	173 	8 	27 	86 	31 	45 	33 
THS_T,11,DE145	27 	37 	65 	49 	33 	13 	143 	112 	96 
THS_T,11,DE146	35 	26 	66 	42 	34 	23 	80 	83 	61 
THS_T,11,DE147	10 	44 	36 	24 	20 	46 	54 	58 	13 
THS_T,11,DE148	58 	129 	64 	75 	70 	59 	61 	63 	51 
THS_T,11,DE149	29 	27 	40 	98 	32 	12 	13 	44 	27 
THS_T,11,DE211	14 	84 	51 	51 	51 	78 	115 	42 	73 
THS_T,11,DE212	106 	240 	84 	289 	99 	253 	155 	206 	396 
THS_T,11,DE213	1 	1 	: 	14 	1 	1 	1 	4 	11 
THS_T,11,DE214	7 	10 	33 	31 	4 	6 	33 	55 	50 
THS_T,11,DE215	11 	14 	7 	4 	22 	19 	12 	8 	3 
THS_T,11,DE216	10 	13 	45 	23 	1 	4 	1 	18 	7 
THS_T,11,DE217	5 	4 	58 	3 	19 	6 	24 	22 	15 
THS_T,11,DE218	1 	1 	6 	5 	3 	: z	: z	8 	6 
THS_T,11,DE219	18 	14 	4 	2 	9 	6 	30 	24 	4 
THS_T,11,DE21A	12 	3 	9 	10 	5 	8 	1 	15 	15 
THS_T,11,DE21B	38 	2 	32 	15 	19 	26 	50 	74 	64 
THS_T,11,DE21C	19 	2 	2 	2 	8 	20 	4 	29 	12 
THS_T,11,DE21D	4 	4 	18 	: 	15 	8 	14 	9 	25 
THS_T,11,DE21E	35 	24 	21 	17 	5 	12 	21 	22 	15 
THS_T,11,DE21F	11 	5 	18 	8 	7 	4 	9 	5 	22 
THS_T,11,DE21G	16 	14 	63 	28 	11 	13 	2 	9 	11 
THS_T,11,DE21H	26 	70 	19 	50 	36 	58 	90 	38 	83 
THS_T,11,DE21I	31 	39 	7 	31 	32 	39 	46 	35 	42 
THS_T,11,DE21J	30 	23 	25 	23 	7 	23 	8 	23 	18 
THS_T,11,DE21K	9 	7 	44 	12 	7 	10 	23 	281 	42 
THS_T,11,DE21L	46 	2 	14 	: 	: 	: 	7 	6 	5 
THS_T,11,DE21M	13 	15 	15 	10 	3 	44 	34 	47 	24 
THS_T,11,DE21N	49 	42 	32 	47 	29 	59 	22 	108 	29 
THS_T,11,DE221	59 	16 	39 	10 	34 	46 	41 	80 	68 
THS_T,11,DE222	5 	6 	5 	13 	6 	8 	45 	4 	4 
THS_T,11,DE223	16 	48 	59 	53 	9 	19 	: 	52 	23 
THS_T,11,DE224	70 	77 	50 	40 	74 	29 	13 	21 	76 
THS_T,11,DE225	48 	72 	25 	16 	68 	21 	9 	36 	54 
THS_T,11,DE226	39 	16 	4 	15 	23 	9 	1 	25 	15 
THS_T,11,DE227	22 	17 	5 	65 	6 	75 	59 	36 	40 
THS_T,11,DE228	53 	44 	62 	49 	107 	16 	191 	97 	105 
THS_T,11,DE229	11 	1 	5 	6 	5 	3 	2 	22 	8 
THS_T,11,DE22A	37 	50 	78 	28 	22 	6 	159 	56 	8 
THS_T,11,DE22B	8 	28 	4 	: 	12 	2 	15 	9 	2 
THS_T,11,DE22C	139 	2 	101 	32 	70 	38 	73 	122 	86 
THS_T,11,DE231	13 	85 	75 	57 	21 	43 	44 	23 	18 
THS_T,11,DE232	61 	72 	80 	24 	24 	101 	57 	98 	81 
THS_T,11,DE233	13 	3 	18 	9 	3 	40 	11 	4 	7 
THS_T,11,DE234	14 	10 	30 	25 	7 	39 	33 	101 	3 
THS_T,11,DE235	15 	12 	18 	12 	21 	5 	21 	13 	22 
THS_T,11,DE236	17 	11 	16 	21 	3 	14 	45 	143 	15 
THS_T,11,DE237	65 	30 	51 	29 	23 	97 	10 	35 	155 
THS_T,11,DE238	15 	26 	15 	3 	12 	41 	8 	41 	37 
THS_T,11,DE239	34 	63 	64 	47 	33 	32 	20 	19 	214 
THS_T,11,DE23A	12 	7 	24 	10 	21 	23 	10 	24 	8 
THS_T,11,DE241	12 	56 	5 	7 	27 	21 	22 	37 	5 
THS_T,11,DE242	14 	44 	: 	15 	13 	5 	55 	20 	282 
THS_T,11,DE243	15 	76 	12 	40 	3 	88 	30 	32 	53 
THS_T,11,DE244	: z	4 	3 	: z	: 	2 	36 	15 	: z
THS_T,11,DE245	35 	28 	12 	9 	6 	1 	13 	15 	5 
THS_T,11,DE246	6 	7 	6 	1 	18 	: z	17 	32 	17 
THS_T,11,DE247	21 	: z	41 	2 	30 	1 	1 	5 	24 
THS_T,11,DE248	19 	22 	10 	5 	1 	9 	38 	22 	3 
THS_T,11,DE249	20 	26 	14 	21 	12 	54 	13 	25 	2 
THS_T,11,DE24A	30 	48 	20 	27 	101 	58 	28 	57 	71 
THS_T,11,DE24B	29 	17 	13 	137 	7 	47 	70 	3 	481 
THS_T,11,DE24C	13 	3 	3 	4 	: 	7 	8 	14 	6 
THS_T,11,DE24D	27 	7 	5 	43 	4 	72 	36 	170 	43 
THS_T,11,DE251	1 	19 	3 	14 	8 	6 	2 	6 	56 
THS_T,11,DE252	8 	14 	1 	2 	5 	9 	13 	15 	51 
THS_T,11,DE253	9 	35 	4 	15 	3 	4 	23 	171 	18 
THS_T,11,DE254	251 	126 	123 	239 	135 	153 	149 	927 	208 
THS_T,11,DE255	1 	15 	4 	8 	5 	12 	4 	3 	5 
THS_T,11,DE256	61 	28 	55 	52 	4 	23 	28 	39 	28 
THS_T,11,DE257	: 	16 	120 	11 	: 	32 	11 	67 	11 
THS_T,11,DE258	1 	1 	2 	1 	4 	4 	6 	5 	5 
THS_T,11,DE259	8 	6 	10 	16 	32 	47 	6 	10 	55 
THS_T,11,DE25A	34 	7 	24 	14 	10 	27 	2 	59 	4 
THS_T,11,DE25B	12 	6 	3 	90 	6 	24 	27 	13 	15 
THS_T,11,DE25C	44 	83 	32 	15 	13 	59 	75 	14 	38 
THS_T,11,DE261	97 	84 	36 	26 	15 	40 	41 	86 	143 
THS_T,11,DE262	115 	209 	241 	124 	153 	69 	171 	163 	145 
THS_T,11,DE263	14 	37 	42 	36 	18 	97 	140 	43 	55 
THS_T,11,DE264	24 	12 	10 	7 	14 	12 	24 	22 	20 
THS_T,11,DE265	20 	1 	17 	9 	10 	4 	1 	23 	45 
THS_T,11,DE266	22 	31 	49 	24 	39 	29 	3 	13 	27 
THS_T,11,DE267	17 	44 	20 	22 	15 	25 	19 	47 	12 
THS_T,11,DE268	43 	20 	14 	23 	6 	57 	99 	118 	21 
THS_T,11,DE269	14 	8 	38 	13 	25 	14 	22 	19 	24 
THS_T,11,DE26A	57 	42 	32 	11 	2 	23 	9 	194 	68 
THS_T,11,DE26B	7 	33 	25 	47 	58 	20 	37 	123 	46 
THS_T,11,DE26C	5 	16 	7 	15 	4 	5 	10 	15 	64 
THS_T,11,DE271	60 	147 	97 	123 	164 	94 	150 	49 	109 
THS_T,11,DE272	3 	9 	: 	10 	2 	6 	3 	: 	6 
THS_T,11,DE273	32 	2 	9 	7 	: 	5 	23 	9 	2 
THS_T,11,DE274	35 	15 	33 	8 	1 	4 	9 	13 	5 
THS_T,11,DE275	4 	12 	10 	: 	9 	22 	46 	13 	15 
THS_T,11,DE276	13 	15 	16 	22 	55 	48 	54 	59 	70 
THS_T,11,DE277	18 	12 	18 	15 	27 	57 	25 	57 	15 
THS_T,11,DE278	10 	17 	91 	79 	85 	88 	236 	136 	49 
THS_T,11,DE279	135 	55 	145 	38 	90 	245 	78 	65 	152 
THS_T,11,DE27A	3 	4 	8 	4 	7 	10 	10 	10 	10 
THS_T,11,DE27B	81 	68 	85 	36 	46 	37 	37 	18 	50 
THS_T,11,DE27C	29 	40 	42 	50 	17 	35 	19 	43 	25 
THS_T,11,DE27D	44 	32 	50 	37 	13 	47 	36 	26 	11 
THS_T,11,DE27E	15 	15 	55 	17 	9 	40 	14 	17 	20 
THS_T,11,DE3	: 	: 	: 	: 	255 	249 	: 	: 	: 
THS_T,11,DE300	480 	452 	298 	341 	255 	249 	303 	574 	529 
THS_T,11,DE301	: 	: 	: 	: 	: 	: 	55 	109 	39 
THS_T,11,DE302	: 	: 	: 	: 	: 	: 	248 	465 	489 
THS_T,11,DE401	: 	: 	: 	: 	20 	19 	70 	96 	63 
THS_T,11,DE402	: 	: 	: 	: 	12 	28 	11 	15 	11 
THS_T,11,DE403	: 	: 	: 	: 	4 	28 	24 	6 	5 
THS_T,11,DE404	: 	: 	: 	: 	1 	1 	5 	8 	4 
THS_T,11,DE405	: 	: 	: 	: 	158 	107 	127 	161 	60 
THS_T,11,DE406	: 	: 	: 	: 	67 	29 	33 	117 	104 
THS_T,11,DE407	: 	: 	: 	: 	16 	14 	106 	27 	86 
THS_T,11,DE408	: 	: 	: 	: 	20 	17 	46 	56 	28 
THS_T,11,DE409	: 	: 	: 	: 	33 	32 	56 	87 	24 
THS_T,11,DE40A	: 	: 	: 	: 	62 	76 	90 	101 	85 
THS_T,11,DE40B	: 	: 	: 	: 	86 	34 	40 	139 	49 
THS_T,11,DE40C	: 	: 	: 	: 	59 	111 	156 	166 	219 
THS_T,11,DE40D	: 	: 	: 	: 	49 	9 	47 	32 	11 
THS_T,11,DE40E	: 	: 	: 	: 	50 	32 	48 	53 	307 
THS_T,11,DE40F	: 	: 	: 	: 	75 	25 	60 	68 	64 
THS_T,11,DE40G	: 	: 	: 	: 	28 	102 	132 	385 	507 
THS_T,11,DE40H	: 	: 	: 	: 	: z	11 	45 	93 	75 
THS_T,11,DE40I	: 	: 	: 	: 	28 	115 	74 	82 	84 
THS_T,11,DE411	13 	20 	6 	9 	4 	28 	24 	6 	5 
THS_T,11,DE412	165 	58 	132 	163 	158 	107 	127 	161 	60 
THS_T,11,DE413	40 	126 	22 	81 	33 	32 	56 	87 	24 
THS_T,11,DE414	275 	91 	55 	96 	62 	76 	90 	101 	85 
THS_T,11,DE415	79 	57 	159 	37 	59 	111 	156 	166 	219 
THS_T,11,DE416	27 	21 	29 	31 	49 	9 	47 	32 	11 
THS_T,11,DE417	8 	3 	37 	77 	75 	25 	60 	68 	64 
THS_T,11,DE418	24 	87 	22 	52 	28 	115 	74 	82 	84 
THS_T,11,DE421	37 	36 	17 	27 	20 	19 	70 	96 	63 
THS_T,11,DE422	46 	54 	28 	23 	12 	28 	11 	15 	11 
THS_T,11,DE423	10 	15 	2 	16 	1 	1 	5 	8 	4 
THS_T,11,DE424	59 	25 	80 	101 	67 	29 	33 	117 	104 
THS_T,11,DE425	51 	38 	16 	20 	16 	14 	106 	27 	86 
THS_T,11,DE426	61 	43 	15 	48 	20 	17 	46 	56 	28 
THS_T,11,DE427	117 	93 	57 	94 	86 	34 	40 	139 	49 
THS_T,11,DE428	10 	73 	45 	20 	50 	32 	48 	53 	307 
THS_T,11,DE429	73 	42 	30 	44 	28 	102 	132 	385 	507 
THS_T,11,DE42A	17 	7 	4 	8 	: z	11 	45 	93 	75 
THS_T,11,DE501	120 	170 	171 	588 	141 	255 	210 	391 	284 
THS_T,11,DE502	45 	78 	48 	44 	34 	32 	44 	56 	122 
THS_T,11,DE6	: 	: 	: 	: 	149 	438 	253 	258 	383 
THS_T,11,DE600	340 	342 	190 	194 	149 	438 	253 	258 	383 
THS_T,11,DE711	18 	27 	30 	13 	22 	22 	11 	42 	13 
THS_T,11,DE712	132 	113 	116 	206 	96 	106 	155 	224 	175 
THS_T,11,DE713	40 	19 	27 	9 	15 	27 	60 	60 	51 
THS_T,11,DE714	41 	62 	15 	24 	64 	51 	8 	27 	19 
THS_T,11,DE715	26 	27 	14 	12 	17 	14 	18 	12 	43 
THS_T,11,DE716	16 	12 	11 	8 	38 	10 	15 	27 	13 
THS_T,11,DE717	66 	61 	21 	72 	55 	46 	88 	97 	39 
THS_T,11,DE718	7 	19 	1 	3 	14 	3 	15 	16 	27 
THS_T,11,DE719	31 	60 	49 	21 	65 	68 	31 	135 	14 
THS_T,11,DE71A	24 	30 	14 	28 	37 	31 	11 	49 	11 
THS_T,11,DE71B	18 	25 	27 	3 	2 	3 	23 	1 	14 
THS_T,11,DE71C	11 	2 	17 	25 	10 	13 	10 	43 	14 
THS_T,11,DE71D	8 	8 	10 	26 	20 	21 	3 	14 	7 
THS_T,11,DE71E	80 	105 	32 	99 	38 	39 	16 	35 	46 
THS_T,11,DE721	33 	32 	15 	80 	66 	133 	35 	41 	64 
THS_T,11,DE722	200 	362 	206 	134 	160 	192 	197 	262 	112 
THS_T,11,DE723	55 	112 	56 	24 	20 	75 	78 	130 	107 
THS_T,11,DE724	139 	236 	200 	136 	217 	110 	93 	64 	100 
THS_T,11,DE725	34 	61 	27 	76 	33 	38 	48 	145 	49 
THS_T,11,DE731	113 	120 	96 	29 	58 	141 	153 	90 	47 
THS_T,11,DE732	66 	19 	156 	10 	32 	47 	35 	35 	46 
THS_T,11,DE733	51 	15 	27 	13 	3 	10 	5 	41 	22 
THS_T,11,DE734	77 	75 	23 	22 	65 	31 	89 	56 	21 
THS_T,11,DE735	7 	10 	25 	8 	8 	6 	7 	20 	56 
THS_T,11,DE736	50 	75 	30 	69 	57 	36 	10 	18 	24 
THS_T,11,DE737	4 	12 	9 	2 	1 	17 	18 	2 	19 
THS_T,11,DE801	28 	11 	3 	5 	25 	9 	16 	46 	11 
THS_T,11,DE802	8 	13 	1 	: 	: 	2 	: 	10 	18 
THS_T,11,DE803	56 	43 	34 	62 	102 	128 	82 	208 	106 
THS_T,11,DE804	26 	14 	10 	5 	16 	13 	22 	11 	7 
THS_T,11,DE805	7 	29 	4 	2 	4 	2 	19 	11 	43 
THS_T,11,DE806	20 	28 	39 	28 	22 	6 	1 	85 	11 
THS_T,11,DE807	5 	9 	: 	15 	10 	6 	19 	31 	11 
THS_T,11,DE808	22 	11 	10 	28 	5 	7 	19 	14 	21 
THS_T,11,DE809	19 	27 	15 	22 	4 	112 	65 	44 	67 
THS_T,11,DE80A	30 	35 	32 	26 	51 	7 	27 	17 	21 
THS_T,11,DE80B	70 	71 	37 	27 	25 	14 	78 	15 	22 
THS_T,11,DE80C	64 	65 	53 	76 	66 	68 	60 	33 	88 
THS_T,11,DE80D	16 	8 	6 	25 	5 	48 	46 	8 	17 
THS_T,11,DE80E	16 	8 	6 	9 	3 	29 	38 	29 	22 
THS_T,11,DE80F	35 	10 	2 	8 	23 	16 	34 	31 	45 
THS_T,11,DE80G	15 	15 	11 	5 	5 	8 	36 	80 	50 
THS_T,11,DE80H	2 	: z	2 	29 	2 	19 	8 	10 	43 
THS_T,11,DE80I	36 	127 	8 	14 	35 	16 	32 	15 	2 
THS_T,11,DE911	74 	118 	72 	6 	129 	28 	60 	18 	81 
THS_T,11,DE912	574 	117 	302 	280 	86 	204 	165 	177 	201 
THS_T,11,DE913	40 	38 	18 	13 	101 	53 	16 	32 	107 
THS_T,11,DE914	22 	6 	11 	3 	: 	1 	29 	42 	25 
THS_T,11,DE915	86 	68 	81 	220 	82 	122 	131 	82 	81 
THS_T,11,DE916	67 	145 	17 	55 	21 	10 	40 	62 	168 
THS_T,11,DE917	62 	21 	8 	25 	16 	19 	53 	43 	24 
THS_T,11,DE918	25 	24 	20 	20 	5 	20 	35 	38 	42 
THS_T,11,DE919	42 	102 	48 	25 	72 	29 	21 	51 	66 
THS_T,11,DE91A	13 	17 	18 	83 	34 	32 	62 	27 	128 
THS_T,11,DE91B	: z	13 	8 	9 	20 	38 	12 	52 	35 
THS_T,11,DE921	: 	: 	: 	: 	131 	155 	210 	268 	190 
THS_T,11,DE922	26 	25 	21 	21 	23 	54 	27 	33 	20 
THS_T,11,DE923	19 	5 	5 	12 	9 	35 	6 	17 	9 
THS_T,11,DE924	: 	: 	: 	: 	39 	64 	47 	64 	91 
THS_T,11,DE925	55 	45 	11 	11 	27 	17 	59 	92 	225 
THS_T,11,DE926	4 	6 	11 	9 	3 	6 	21 	14 	20 
THS_T,11,DE927	4 	18 	15 	12 	29 	21 	15 	32 	35 
THS_T,11,DE928	15 	7 	43 	13 	4 	68 	32 	96 	54 
THS_T,11,DE929	188 	143 	74 	262 	170 	219 	257 	332 	281 
THS_T,11,DE931	65 	39 	34 	80 	67 	23 	24 	40 	39 
THS_T,11,DE932	21 	18 	11 	22 	3 	13 	18 	11 	11 
THS_T,11,DE933	32 	37 	41 	80 	20 	11 	49 	21 	33 
THS_T,11,DE934	63 	: 	35 	29 	2 	18 	: 	7 	11 
THS_T,11,DE935	43 	63 	12 	11 	36 	27 	42 	4 	68 
THS_T,11,DE936	8 	5 	4 	: z	7 	: 	: 	26 	: z
THS_T,11,DE937	28 	48 	22 	30 	15 	12 	33 	23 	21 
THS_T,11,DE938	9 	5 	6 	9 	9 	36 	56 	31 	72 
THS_T,11,DE939	27 	15 	31 	57 	27 	12 	25 	43 	6 
THS_T,11,DE93A	5 	13 	5 	3 	8 	5 	14 	13 	6 
THS_T,11,DE93B	60 	23 	102 	54 	17 	51 	28 	15 	35 
THS_T,11,DE941	10 	11 	20 	10 	7 	17 	29 	2 	26 
THS_T,11,DE942	40 	8 	12 	32 	47 	35 	24 	14 	55 
THS_T,11,DE943	56 	97 	33 	18 	21 	71 	58 	179 	45 
THS_T,11,DE944	91 	38 	18 	66 	135 	77 	72 	61 	79 
THS_T,11,DE945	16 	35 	6 	74 	9 	: 	16 	23 	11 
THS_T,11,DE946	17 	3 	8 	10 	19 	3 	11 	19 	4 
THS_T,11,DE947	17 	11 	14 	15 	18 	4 	18 	25 	7 
THS_T,11,DE948	22 	11 	31 	32 	36 	19 	28 	15 	82 
THS_T,11,DE949	316 	119 	231 	144 	218 	81 	113 	192 	128 
THS_T,11,DE94A	41 	8 	9 	11 	5 	13 	4 	1 	4 
THS_T,11,DE94B	11 	14 	4 	6 	19 	10 	6 	3 	26 
THS_T,11,DE94C	5 	22 	11 	32 	17 	20 	15 	11 	6 
THS_T,11,DE94D	129 	27 	17 	19 	25 	13 	24 	22 	24 
THS_T,11,DE94E	167 	157 	135 	84 	422 	96 	113 	349 	416 
THS_T,11,DE94F	13 	26 	14 	12 	15 	29 	63 	24 	54 
THS_T,11,DE94G	40 	6 	2 	24 	16 	79 	6 	74 	10 
THS_T,11,DE94H	1 	: 	1 	1 	: z	9 	3 	3 	: 
THS_T,11,DEA11	238 	224 	213 	176 	238 	111 	449 	124 	114 
THS_T,11,DEA12	650 	1315 	989 	699 	995 	1604 	677 	1099 	1252 
THS_T,11,DEA13	163 	272 	123 	104 	140 	73 	170 	150 	385 
THS_T,11,DEA14	527 	452 	88 	463 	62 	769 	376 	300 	261 
THS_T,11,DEA15	112 	20 	62 	86 	43 	378 	78 	148 	384 
THS_T,11,DEA16	224 	250 	144 	274 	127 	146 	198 	168 	150 
THS_T,11,DEA17	297 	36 	54 	39 	30 	50 	24 	74 	102 
THS_T,11,DEA18	86 	62 	115 	66 	115 	57 	118 	64 	113 
THS_T,11,DEA19	86 	37 	66 	81 	67 	82 	91 	60 	22 
THS_T,11,DEA1A	188 	245 	91 	96 	83 	111 	125 	89 	95 
THS_T,11,DEA1B	35 	13 	17 	7 	21 	16 	13 	71 	27 
THS_T,11,DEA1C	215 	105 	122 	132 	127 	116 	147 	358 	234 
THS_T,11,DEA1D	105 	76 	58 	116 	77 	48 	87 	139 	138 
THS_T,11,DEA1E	53 	30 	45 	30 	27 	50 	140 	44 	111 
THS_T,11,DEA1F	115 	85 	82 	128 	18 	36 	180 	177 	130 
THS_T,11,DEA21	72 	85 	31 	39 	106 	62 	186 	85 	70 
THS_T,11,DEA22	66 	41 	44 	19 	36 	48 	37 	29 	30 
THS_T,11,DEA23	565 	453 	342 	425 	228 	588 	669 	468 	506 
THS_T,11,DEA24	37 	38 	45 	39 	32 	33 	87 	32 	52 
THS_T,11,DEA25	36 	48 	66 	53 	48 	98 	44 	105 	37 
THS_T,11,DEA26	92 	58 	14 	21 	30 	14 	65 	45 	42 
THS_T,11,DEA27	393 	240 	76 	382 	192 	184 	95 	136 	115 
THS_T,11,DEA28	18 	56 	23 	17 	36 	38 	41 	21 	35 
THS_T,11,DEA29	10 	15 	8 	16 	15 	1 	18 	5 	18 
THS_T,11,DEA2A	304 	125 	179 	95 	151 	102 	184 	140 	52 
THS_T,11,DEA2B	69 	18 	25 	35 	25 	84 	28 	118 	39 
THS_T,11,DEA2C	115 	54 	68 	70 	31 	39 	87 	82 	460 
THS_T,11,DEA31	125 	88 	35 	62 	32 	43 	117 	76 	42 
THS_T,11,DEA32	197 	312 	122 	104 	183 	172 	359 	184 	190 
THS_T,11,DEA33	41 	50 	5 	12 	26 	50 	33 	12 	34 
THS_T,11,DEA34	198 	158 	127 	355 	100 	76 	71 	97 	109 
THS_T,11,DEA35	16 	25 	16 	13 	9 	36 	37 	5 	63 
THS_T,11,DEA36	106 	212 	62 	141 	67 	129 	250 	133 	120 
THS_T,11,DEA37	167 	168 	80 	190 	91 	137 	135 	159 	145 
THS_T,11,DEA38	93 	95 	237 	238 	191 	443 	126 	126 	51 
THS_T,11,DEA41	165 	93 	192 	153 	50 	102 	212 	77 	73 
THS_T,11,DEA42	141 	223 	180 	109 	132 	176 	201 	204 	225 
THS_T,11,DEA43	110 	85 	46 	37 	72 	57 	41 	58 	51 
THS_T,11,DEA44	14 	57 	7 	10 	32 	11 	6 	19 	20 
THS_T,11,DEA45	32 	69 	41 	54 	104 	69 	82 	52 	72 
THS_T,11,DEA46	37 	86 	84 	69 	43 	37 	109 	80 	166 
THS_T,11,DEA47	311 	376 	99 	265 	128 	79 	111 	137 	64 
