unit,iccs,geo\time	2010 	2009 	2008 
NR,ICCS05012,FR261	892 	1028 	832 
NR,ICCS05012,FR262	460 	408 	359 
NR,ICCS05012,FR263	1145 	1066 	1069 
NR,ICCS05012,FR264	977 	968 	1035 
NR,ICCS05012,FR3	12573 	11081 	10145 
NR,ICCS05012,FR30	12573 	11081 	10145 
NR,ICCS05012,FR301	9395 	8118 	7200 
NR,ICCS05012,FR302	3178 	2963 	2945 
NR,ICCS05012,FR4	10853 	10777 	9902 
NR,ICCS05012,FR41	5172 	4680 	4994 
NR,ICCS05012,FR411	2007 	1941 	2093 
NR,ICCS05012,FR412	350 	324 	280 
NR,ICCS05012,FR413	1862 	1669 	1843 
NR,ICCS05012,FR414	953 	746 	778 
NR,ICCS05012,FR42	3464 	4241 	3203 
NR,ICCS05012,FR421	1794 	2409 	1874 
NR,ICCS05012,FR422	1670 	1832 	1329 
NR,ICCS05012,FR43	2217 	1856 	1705 
NR,ICCS05012,FR431	975 	790 	679 
NR,ICCS05012,FR432	422 	354 	296 
NR,ICCS05012,FR433	456 	459 	500 
NR,ICCS05012,FR434	364 	253 	230 
NR,ICCS05012,FR5	15663 	14076 	14243 
NR,ICCS05012,FR51	6742 	6467 	6285 
NR,ICCS05012,FR511	3449 	3016 	2979 
NR,ICCS05012,FR512	1137 	1353 	1278 
NR,ICCS05012,FR513	346 	359 	301 
NR,ICCS05012,FR514	794 	849 	812 
NR,ICCS05012,FR515	1016 	890 	915 
NR,ICCS05012,FR52	4738 	4088 	4173 
NR,ICCS05012,FR521	817 	642 	582 
NR,ICCS05012,FR522	1030 	976 	1037 
NR,ICCS05012,FR523	1601 	1261 	1286 
NR,ICCS05012,FR524	1290 	1209 	1268 
NR,ICCS05012,FR53	4183 	3521 	3785 
NR,ICCS05012,FR531	817 	726 	905 
NR,ICCS05012,FR532	2094 	1834 	1723 
NR,ICCS05012,FR533	499 	344 	449 
NR,ICCS05012,FR534	773 	617 	708 
NR,ICCS05012,FR6	19099 	16981 	15440 
NR,ICCS05012,FR61	9214 	7525 	6697 
NR,ICCS05012,FR611	979 	763 	728 
NR,ICCS05012,FR612	4929 	4225 	3692 
NR,ICCS05012,FR613	1018 	769 	780 
NR,ICCS05012,FR614	817 	797 	692 
NR,ICCS05012,FR615	1471 	971 	805 
NR,ICCS05012,FR62	8799 	8514 	7782 
NR,ICCS05012,FR621	258 	254 	253 
NR,ICCS05012,FR622	314 	274 	237 
NR,ICCS05012,FR623	5549 	5118 	5003 
NR,ICCS05012,FR624	324 	243 	268 
NR,ICCS05012,FR625	297 	227 	230 
NR,ICCS05012,FR626	446 	486 	444 
NR,ICCS05012,FR627	962 	967 	763 
NR,ICCS05012,FR628	649 	945 	584 
NR,ICCS05012,FR63	1086 	942 	961 
NR,ICCS05012,FR631	341 	206 	290 
NR,ICCS05012,FR632	87 	92 	94 
NR,ICCS05012,FR633	658 	644 	577 
NR,ICCS05012,FR7	21505 	20964 	19119 
NR,ICCS05012,FR71	19495 	19282 	17487 
NR,ICCS05012,FR711	1580 	1560 	1141 
NR,ICCS05012,FR712	635 	640 	746 
NR,ICCS05012,FR713	1922 	2003 	1818 
NR,ICCS05012,FR714	4573 	4439 	3876 
NR,ICCS05012,FR715	1901 	2110 	1916 
NR,ICCS05012,FR716	5634 	5986 	5436 
NR,ICCS05012,FR717	997 	770 	760 
NR,ICCS05012,FR718	2253 	1774 	1794 
NR,ICCS05012,FR72	2010 	1682 	1632 
NR,ICCS05012,FR721	626 	583 	473 
NR,ICCS05012,FR722	72 	58 	67 
NR,ICCS05012,FR723	361 	237 	222 
NR,ICCS05012,FR724	951 	804 	870 
NR,ICCS05012,FR8	40526 	43053 	37606 
NR,ICCS05012,FR81	13970 	14490 	12088 
NR,ICCS05012,FR811	1387 	1556 	1109 
NR,ICCS05012,FR812	4532 	4193 	3511 
NR,ICCS05012,FR813	5806 	5988 	5550 
NR,ICCS05012,FR814	72 	71 	58 
NR,ICCS05012,FR815	2173 	2682 	1860 
NR,ICCS05012,FR82	25982 	27991 	24991 
NR,ICCS05012,FR821	368 	366 	331 
NR,ICCS05012,FR822	161 	135 	153 
NR,ICCS05012,FR823	5438 	6523 	5890 
NR,ICCS05012,FR824	12485 	12609 	11732 
NR,ICCS05012,FR825	3951 	4639 	3904 
NR,ICCS05012,FR826	3579 	3719 	2981 
NR,ICCS05012,FR83	574 	572 	527 
NR,ICCS05012,FR831	294 	278 	308 
NR,ICCS05012,FR832	280 	294 	219 
NR,ICCS05012,HR	3104 	2777 	2714 
NR,ICCS05012,HR031	217 	200 	182 
NR,ICCS05012,HR032	3 	11 	7 
NR,ICCS05012,HR033	143 	150 	109 
NR,ICCS05012,HR034	67 	70 	69 
NR,ICCS05012,HR035	189 	152 	196 
NR,ICCS05012,HR036	218 	182 	200 
NR,ICCS05012,HR037	15 	12 	10 
NR,ICCS05012,HR041	1291 	1196 	1237 
NR,ICCS05012,HR042	240 	240 	197 
NR,ICCS05012,HR043	33 	14 	26 
NR,ICCS05012,HR044	52 	20 	23 
NR,ICCS05012,HR045	30 	31 	24 
NR,ICCS05012,HR046	34 	37 	31 
NR,ICCS05012,HR047	42 	30 	35 
NR,ICCS05012,HR048	30 	23 	22 
NR,ICCS05012,HR049	48 	17 	15 
NR,ICCS05012,HR04A	105 	74 	57 
NR,ICCS05012,HR04B	134 	131 	88 
NR,ICCS05012,HR04C	44 	66 	52 
NR,ICCS05012,HR04D	76 	65 	70 
NR,ICCS05012,HR04E	93 	56 	64 
NR,ICCS05012,HU	19865 	16200 	16455 
NR,ICCS05012,HU1	8124 	7096 	6722 
NR,ICCS05012,HU10	8124 	7096 	6722 
NR,ICCS05012,HU101	5408 	4926 	4362 
NR,ICCS05012,HU102	2716 	2170 	2360 
NR,ICCS05012,HU2	4968 	3815 	4003 
NR,ICCS05012,HU21	1453 	1246 	1324 
NR,ICCS05012,HU211	759 	451 	575 
NR,ICCS05012,HU212	390 	389 	364 
NR,ICCS05012,HU213	304 	406 	385 
NR,ICCS05012,HU22	1262 	1064 	1023 
NR,ICCS05012,HU221	514 	417 	355 
NR,ICCS05012,HU222	338 	330 	348 
NR,ICCS05012,HU223	410 	317 	320 
NR,ICCS05012,HU23	2253 	1505 	1656 
NR,ICCS05012,HU231	710 	505 	698 
NR,ICCS05012,HU232	1230 	746 	697 
NR,ICCS05012,HU233	313 	254 	261 
NR,ICCS05012,HU3	6773 	5289 	5730 
NR,ICCS05012,HU31	2174 	1761 	1992 
NR,ICCS05012,HU311	1191 	875 	1101 
NR,ICCS05012,HU312	699 	679 	688 
NR,ICCS05012,HU313	284 	207 	203 
NR,ICCS05012,HU32	2861 	2184 	2332 
NR,ICCS05012,HU321	993 	788 	781 
NR,ICCS05012,HU322	963 	697 	703 
NR,ICCS05012,HU323	905 	699 	848 
NR,ICCS05012,HU33	1738 	1344 	1406 
NR,ICCS05012,HU331	854 	699 	779 
NR,ICCS05012,HU332	391 	284 	222 
NR,ICCS05012,HU333	493 	361 	405 
NR,ICCS05012,IE	25420 	26911 	24683 
NR,ICCS05012,IS	2866 	3524 	2731 
NR,ICCS05012,IS0	2866 	3524 	2731 
NR,ICCS05012,IS00	2866 	3524 	2731 
NR,ICCS05012,IS001	2174 	2883 	2195 
NR,ICCS05012,IS002	692 	641 	536 
NR,ICCS05012,IT	171269 	152804 	153080 
NR,ICCS05012,ITC	65021 	56721 	58236 
NR,ICCS05012,ITC1	18620 	16549 	17011 
NR,ICCS05012,ITC2	322 	454 	379 
NR,ICCS05012,ITC3	4519 	4423 	4617 
NR,ICCS05012,ITC4	41560 	35295 	36229 
NR,ICCS05012,ITD	31583 	30265 	28271 
NR,ICCS05012,ITD1	437 	534 	511 
NR,ICCS05012,ITD2	716 	556 	679 
NR,ICCS05012,ITD3	13224 	13148 	11890 
NR,ICCS05012,ITD4	2927 	2522 	2392 
NR,ICCS05012,ITD5	14279 	13505 	12799 
NR,ICCS05012,ITE	36508 	30964 	29834 
NR,ICCS05012,ITE1	12861 	12103 	10879 
NR,ICCS05012,ITE2	2813 	2324 	2337 
NR,ICCS05012,ITE3	3679 	2640 	2792 
NR,ICCS05012,ITE4	17155 	13897 	13826 
NR,ICCS05012,ITF	24331 	22533 	23072 
NR,ICCS05012,ITF1	3189 	2126 	2098 
NR,ICCS05012,ITF2	429 	448 	382 
NR,ICCS05012,ITF3	7861 	7949 	8510 
NR,ICCS05012,ITF4	9650 	9267 	9199 
NR,ICCS05012,ITF5	671 	414 	480 
NR,ICCS05012,ITF6	2531 	2329 	2403 
NR,ICCS05012,ITG	13826 	12321 	13665 
NR,ICCS05012,ITG1	11321 	10058 	11309 
NR,ICCS05012,ITG2	2505 	2263 	2356 
NR,ICCS05012,LI	118 	168 	93 
NR,ICCS05012,LT	4905 	5799 	6076 
NR,ICCS05012,LT0	4905 	5799 	6076 
NR,ICCS05012,LT00	4905 	5799 	6076 
NR,ICCS05012,LT001	164 	163 	173 
NR,ICCS05012,LT002	1076 	1091 	1238 
NR,ICCS05012,LT003	437 	602 	516 
NR,ICCS05012,LT004	246 	250 	245 
NR,ICCS05012,LT005	347 	499 	529 
NR,ICCS05012,LT006	325 	402 	411 
NR,ICCS05012,LT007	132 	172 	149 
NR,ICCS05012,LT008	132 	176 	172 
NR,ICCS05012,LT009	251 	325 	309 
NR,ICCS05012,LT00A	1795 	2119 	2334 
NR,ICCS05012,LU	1487 	1843 	1731 
NR,ICCS05012,LU0	1487 	1843 	1731 
NR,ICCS05012,LU00	1487 	1843 	1731 
NR,ICCS05012,LU000	1487 	1843 	1731 
NR,ICCS05012,LV	4194 	4133 	3538 
NR,ICCS05012,LV0	4194 	4133 	3538 
NR,ICCS05012,LV00	4194 	4133 	3538 
NR,ICCS05012,LV003	358 	373 	280 
NR,ICCS05012,LV005	606 	427 	513 
NR,ICCS05012,LV006	1700 	1804 	1436 
NR,ICCS05012,LV007	559 	651 	595 
NR,ICCS05012,LV008	346 	361 	277 
NR,ICCS05012,LV009	622 	516 	428 
NR,ICCS05012,LVXXX	3 	1 	9 
NR,ICCS05012,MT	703 	667 	674 
NR,ICCS05012,MT0	703 	667 	674 
NR,ICCS05012,MT00	703 	667 	674 
NR,ICCS05012,MT001	672 	635 	635 
NR,ICCS05012,MT002	31 	32 	39 
NR,ICCS05012,NL	102794 	93301 	89185 
NR,ICCS05012,NL1	6735 	6531 	6886 
NR,ICCS05012,NL11	2864 	2765 	3102 
NR,ICCS05012,NL111	719 	750 	601 
NR,ICCS05012,NL112	157 	155 	114 
NR,ICCS05012,NL113	1988 	1860 	2387 
NR,ICCS05012,NL12	2077 	1736 	1874 
NR,ICCS05012,NL121	1265 	1051 	1147 
NR,ICCS05012,NL122	261 	199 	218 
NR,ICCS05012,NL123	551 	486 	509 
NR,ICCS05012,NL13	1794 	2030 	1910 
NR,ICCS05012,NL131	630 	738 	847 
NR,ICCS05012,NL132	674 	811 	679 
NR,ICCS05012,NL133	490 	481 	384 
NR,ICCS05012,NL2	18332 	16448 	14380 
NR,ICCS05012,NL21	4491 	4197 	3675 
NR,ICCS05012,NL211	1371 	1188 	968 
NR,ICCS05012,NL212	732 	711 	562 
NR,ICCS05012,NL213	2388 	2298 	2145 
NR,ICCS05012,NL22	11338 	10318 	8608 
NR,ICCS05012,NL221	3712 	3115 	2597 
NR,ICCS05012,NL224	1530 	1446 	970 
NR,ICCS05012,NL225	1476 	1241 	1042 
NR,ICCS05012,NL226	4620 	4516 	3999 
NR,ICCS05012,NL23	2503 	1933 	2097 
NR,ICCS05012,NL230	2503 	1933 	2097 
NR,ICCS05012,NL3	53559 	46853 	45042 
NR,ICCS05012,NL31	9204 	8265 	7884 
NR,ICCS05012,NL310	9204 	8265 	7884 
NR,ICCS05012,NL32	19263 	16868 	15621 
NR,ICCS05012,NL321	1998 	1569 	1738 
NR,ICCS05012,NL322	1320 	1565 	1216 
NR,ICCS05012,NL323	1151 	862 	714 
NR,ICCS05012,NL324	1397 	1112 	1021 
NR,ICCS05012,NL325	740 	662 	487 
NR,ICCS05012,NL326	10479 	9450 	8702 
NR,ICCS05012,NL327	2178 	1648 	1743 
NR,ICCS05012,NL33	23608 	20405 	20302 
NR,ICCS05012,NL331	2070 	2094 	1537 
NR,ICCS05012,NL332	7063 	4888 	4566 
NR,ICCS05012,NL333	1693 	1187 	1074 
NR,ICCS05012,NL334	1484 	1328 	1463 
NR,ICCS05012,NL335	9623 	9465 	10138 
NR,ICCS05012,NL336	1675 	1443 	1524 
NR,ICCS05012,NL34	1484 	1315 	1235 
NR,ICCS05012,NL341	477 	397 	365 
NR,ICCS05012,NL342	1007 	918 	870 
NR,ICCS05012,NL4	24075 	23333 	22661 
NR,ICCS05012,NL41	17265 	15850 	15075 
NR,ICCS05012,NL411	4266 	3602 	3643 
NR,ICCS05012,NL412	3328 	3327 	2994 
NR,ICCS05012,NL413	4306 	3837 	3518 
NR,ICCS05012,NL414	5365 	5084 	4920 
NR,ICCS05012,NL42	6810 	7483 	7586 
NR,ICCS05012,NL421	1317 	1324 	1381 
NR,ICCS05012,NL422	1232 	1224 	1212 
NR,ICCS05012,NL423	4261 	4935 	4993 
NR,ICCS05012,NO	7284 	9035 	8125 
NR,ICCS05012,NO0	7225 	8977 	8075 
NR,ICCS05012,NO01	1773 	2780 	2567 
NR,ICCS05012,NO011	693 	1036 	723 
NR,ICCS05012,NO012	1080 	1744 	1844 
NR,ICCS05012,NO02	626 	898 	799 
NR,ICCS05012,NO021	375 	517 	479 
NR,ICCS05012,NO022	251 	381 	320 
NR,ICCS05012,NO03	1936 	2043 	2014 
NR,ICCS05012,NO031	432 	479 	478 
NR,ICCS05012,NO032	529 	628 	542 
NR,ICCS05012,NO033	437 	500 	490 
NR,ICCS05012,NO034	538 	436 	504 
NR,ICCS05012,NO04	1345 	1468 	1285 
NR,ICCS05012,NO041	360 	406 	341 
NR,ICCS05012,NO042	310 	443 	378 
NR,ICCS05012,NO043	675 	619 	566 
NR,ICCS05012,NO05	765 	864 	604 
NR,ICCS05012,NO051	553 	596 	387 
NR,ICCS05012,NO052	43 	49 	51 
NR,ICCS05012,NO053	169 	219 	166 
NR,ICCS05012,NO06	441 	520 	494 
NR,ICCS05012,NO061	315 	367 	363 
NR,ICCS05012,NO062	126 	153 	131 
NR,ICCS05012,NO07	338 	403 	312 
NR,ICCS05012,NO071	143 	165 	167 
NR,ICCS05012,NO072	87 	121 	86 
NR,ICCS05012,NO073	108 	117 	59 
NR,ICCS05012,PL	37941 	32977 	31481 
NR,ICCS05012,PL1	8018 	7213 	6990 
NR,ICCS05012,PL11	2554 	2158 	2524 
NR,ICCS05012,PL12	5464 	5055 	4466 
NR,ICCS05012,PL2	9870 	7817 	7725 
NR,ICCS05012,PL21	2921 	2723 	2926 
NR,ICCS05012,PL22	6949 	5094 	4799 
NR,ICCS05012,PL3	3427 	3356 	3452 
NR,ICCS05012,PL31	1266 	1211 	1362 
NR,ICCS05012,PL32	831 	944 	878 
NR,ICCS05012,PL33	518 	529 	570 
NR,ICCS05012,PL34	812 	672 	642 
NR,ICCS05012,PL4	5431 	4766 	4383 
NR,ICCS05012,PL41	2022 	2010 	1650 
NR,ICCS05012,PL42	2337 	2026 	1843 
NR,ICCS05012,PL43	1072 	730 	890 
NR,ICCS05012,PL5	5175 	4189 	4174 
NR,ICCS05012,PL51	4037 	3332 	3264 
NR,ICCS05012,PL52	1138 	857 	910 
NR,ICCS05012,PL6	6020 	5636 	4757 
NR,ICCS05012,PL61	2130 	2041 	1860 
NR,ICCS05012,PL62	1270 	1095 	963 
NR,ICCS05012,PL63	2620 	2500 	1934 
NR,ICCS05012,PT	26641 	26027 	29655 
NR,ICCS05012,PT1	25232 	24502 	27953 
NR,ICCS05012,PT11	8474 	7728 	7803 
NR,ICCS05012,PT111	545 	400 	314 
NR,ICCS05012,PT112	1098 	672 	564 
NR,ICCS05012,PT113	1370 	1595 	1029 
NR,ICCS05012,PT114	3054 	3032 	3939 
NR,ICCS05012,PT115	1277 	1038 	961 
NR,ICCS05012,PT116	576 	459 	499 
NR,ICCS05012,PT117	237 	181 	183 
NR,ICCS05012,PT118	317 	351 	314 
NR,ICCS05012,PT15	4058 	4504 	4300 
NR,ICCS05012,PT150	4058 	4504 	4300 
NR,ICCS05012,PT16	5568 	4920 	5173 
NR,ICCS05012,PT161	1079 	994 	1117 
NR,ICCS05012,PT162	850 	607 	809 
NR,ICCS05012,PT163	822 	662 	648 
NR,ICCS05012,PT164	242 	251 	249 
NR,ICCS05012,PT165	492 	374 	317 
NR,ICCS05012,PT166	57 	70 	37 
NR,ICCS05012,PT167	48 	49 	31 
NR,ICCS05012,PT168	118 	122 	91 
NR,ICCS05012,PT169	107 	99 	95 
NR,ICCS05012,PT16A	131 	136 	148 
NR,ICCS05012,PT16B	1086 	1064 	1230 
NR,ICCS05012,PT16C	536 	492 	401 
NR,ICCS05012,PT17	5872 	6146 	9578 
NR,ICCS05012,PT171	3345 	4118 	6907 
NR,ICCS05012,PT172	2527 	2028 	2671 
NR,ICCS05012,PT18	1259 	1204 	1099 
NR,ICCS05012,PT181	169 	164 	180 
NR,ICCS05012,PT182	105 	86 	119 
NR,ICCS05012,PT183	179 	162 	158 
NR,ICCS05012,PT184	135 	106 	113 
NR,ICCS05012,PT185	671 	686 	529 
NR,ICCS05012,PT2	776 	900 	1033 
NR,ICCS05012,PT20	776 	900 	1033 
NR,ICCS05012,PT200	776 	900 	1033 
NR,ICCS05012,PT3	632 	624 	662 
NR,ICCS05012,PT30	632 	624 	662 
NR,ICCS05012,PT300	632 	624 	662 
NR,ICCS05012,PTXXX	1 	1 	7 
NR,ICCS05012,RO	14197 	11574 	10285 
NR,ICCS05012,RO1	3313 	2961 	2434 
NR,ICCS05012,RO11	1758 	1699 	1334 
NR,ICCS05012,RO111	526 	484 	322 
NR,ICCS05012,RO112	143 	128 	125 
NR,ICCS05012,RO113	397 	445 	317 
NR,ICCS05012,RO114	277 	214 	197 
NR,ICCS05012,RO115	255 	242 	193 
NR,ICCS05012,RO116	160 	186 	180 
NR,ICCS05012,RO12	1555 	1262 	1100 
NR,ICCS05012,RO121	203 	153 	169 
NR,ICCS05012,RO122	271 	220 	191 
NR,ICCS05012,RO123	89 	76 	61 
NR,ICCS05012,RO124	194 	189 	167 
NR,ICCS05012,RO125	530 	415 	342 
NR,ICCS05012,RO126	268 	209 	170 
NR,ICCS05012,RO2	3168 	2789 	3016 
NR,ICCS05012,RO21	1646 	1522 	1731 
NR,ICCS05012,RO211	386 	335 	375 
NR,ICCS05012,RO212	236 	177 	228 
NR,ICCS05012,RO213	276 	246 	318 
NR,ICCS05012,RO214	208 	207 	247 
NR,ICCS05012,RO215	283 	267 	305 
NR,ICCS05012,RO216	257 	290 	258 
NR,ICCS05012,RO22	1522 	1267 	1285 
NR,ICCS05012,RO221	166 	156 	144 
NR,ICCS05012,RO222	186 	181 	172 
NR,ICCS05012,RO223	435 	336 	338 
NR,ICCS05012,RO224	295 	199 	232 
NR,ICCS05012,RO225	162 	163 	175 
NR,ICCS05012,RO226	278 	232 	224 
NR,ICCS05012,RO3	4384 	3381 	2596 
NR,ICCS05012,RO31	1689 	1315 	1188 
NR,ICCS05012,RO311	267 	237 	198 
NR,ICCS05012,RO312	225 	164 	158 
NR,ICCS05012,RO313	282 	172 	199 
NR,ICCS05012,RO314	215 	151 	106 
NR,ICCS05012,RO315	202 	113 	143 
NR,ICCS05012,RO316	310 	316 	259 
NR,ICCS05012,RO317	188 	162 	125 
NR,ICCS05012,RO32	2695 	2066 	1408 
NR,ICCS05012,RO321	2485 	1906 	1300 
NR,ICCS05012,RO322	210 	160 	108 
NR,ICCS05012,RO4	3332 	2443 	2239 
NR,ICCS05012,RO41	1721 	1143 	1031 
NR,ICCS05012,RO411	471 	379 	301 
NR,ICCS05012,RO412	466 	212 	170 
NR,ICCS05012,RO413	107 	104 	74 
NR,ICCS05012,RO414	537 	333 	295 
NR,ICCS05012,RO415	140 	115 	191 
NR,ICCS05012,RO42	1611 	1300 	1208 
NR,ICCS05012,RO421	392 	388 	281 
NR,ICCS05012,RO422	130 	139 	136 
NR,ICCS05012,RO423	442 	352 	391 
NR,ICCS05012,RO424	647 	421 	400 
NR,ICCS05012,SE	19774 	20463 	18176 
NR,ICCS05012,SE1	8359 	8396 	6750 
NR,ICCS05012,SE11	6127 	5996 	4718 
NR,ICCS05012,SE110	6127 	5996 	4718 
NR,ICCS05012,SE12	2232 	2400 	2032 
NR,ICCS05012,SE121	407 	542 	417 
NR,ICCS05012,SE122	408 	484 	416 
NR,ICCS05012,SE123	505 	509 	437 
NR,ICCS05012,SE124	427 	397 	319 
NR,ICCS05012,SE125	485 	468 	443 
NR,ICCS05012,SE2	9608 	10272 	9698 
NR,ICCS05012,SE21	1369 	1494 	1353 
NR,ICCS05012,SE211	527 	585 	566 
NR,ICCS05012,SE212	404 	441 	360 
NR,ICCS05012,SE213	393 	420 	382 
NR,ICCS05012,SE214	45 	48 	45 
NR,ICCS05012,SE22	4330 	4745 	4765 
NR,ICCS05012,SE221	265 	333 	282 
NR,ICCS05012,SE224	4065 	4412 	4483 
NR,ICCS05012,SE23	3909 	4033 	3580 
NR,ICCS05012,SE231	843 	891 	719 
NR,ICCS05012,SE232	3066 	3142 	2861 
NR,ICCS05012,SE3	1807 	1795 	1728 
NR,ICCS05012,SE31	985 	983 	987 
NR,ICCS05012,SE311	365 	352 	335 
NR,ICCS05012,SE312	317 	339 	349 
NR,ICCS05012,SE313	303 	292 	303 
NR,ICCS05012,SE32	407 	370 	356 
NR,ICCS05012,SE321	278 	246 	256 
NR,ICCS05012,SE322	129 	124 	100 
NR,ICCS05012,SE33	415 	442 	385 
NR,ICCS05012,SE331	200 	189 	185 
NR,ICCS05012,SE332	215 	253 	200 
NR,ICCS05012,SI	2563 	2231 	2036 
NR,ICCS05012,SI01	1040 	965 	755 
NR,ICCS05012,SI011	62 	82 	63 
NR,ICCS05012,SI012	456 	342 	316 
NR,ICCS05012,SI013	14 	21 	14 
NR,ICCS05012,SI014	216 	240 	139 
NR,ICCS05012,SI015	28 	17 	16 
NR,ICCS05012,SI016	91 	77 	51 
NR,ICCS05012,SI017	156 	164 	135 
NR,ICCS05012,SI018	17 	22 	21 
NR,ICCS05012,SI02	1523 	1266 	1280 
NR,ICCS05012,SI021	1170 	985 	929 
NR,ICCS05012,SI022	128 	110 	238 
NR,ICCS05012,SI023	73 	59 	44 
NR,ICCS05012,SI024	152 	112 	69 
NR,ICCS05012,SK	1876 	2330 	2118 
NR,ICCS05012,SK0	1876 	2330 	2118 
NR,ICCS05012,SK01	318 	514 	448 
NR,ICCS05012,SK010	318 	514 	448 
NR,ICCS05012,SK02	639 	739 	612 
NR,ICCS05012,SK021	222 	261 	230 
NR,ICCS05012,SK022	148 	165 	122 
NR,ICCS05012,SK023	269 	313 	260 
NR,ICCS05012,SK03	444 	584 	509 
NR,ICCS05012,SK031	238 	244 	254 
NR,ICCS05012,SK032	206 	340 	255 
NR,ICCS05012,SK04	472 	492 	548 
NR,ICCS05012,SK041	169 	222 	209 
NR,ICCS05012,SK042	303 	270 	339 
NR,ICCS05012,TR	90103 	80973 	69792 
NR,ICCS05012,TR1	26577 	25665 	17273 
NR,ICCS05012,TR10	26577 	25665 	17273 
NR,ICCS05012,TR100	26577 	25665 	17273 
NR,ICCS05012,TR2	2495 	2199 	2038 
NR,ICCS05012,TR21	977 	875 	878 
NR,ICCS05012,TR211	564 	515 	560 
NR,ICCS05012,TR212	275 	197 	197 
NR,ICCS05012,TR213	138 	163 	121 
NR,ICCS05012,TR22	1518 	1324 	1160 
NR,ICCS05012,TR221	1131 	1035 	908 
NR,ICCS05012,TR222	387 	289 	252 
NR,ICCS05012,TR3	11192 	10787 	11298 
NR,ICCS05012,TR31	4415 	4477 	5245 
NR,ICCS05012,TR310	4415 	4477 	5245 
NR,ICCS05012,TR32	4788 	4360 	4035 
NR,ICCS05012,TR321	2292 	1809 	1926 
NR,ICCS05012,TR322	1123 	1447 	1256 
NR,ICCS05012,TR323	1373 	1104 	853 
NR,ICCS05012,TR33	1989 	1950 	2018 
NR,ICCS05012,TR331	1108 	1203 	1268 
NR,ICCS05012,TR332	444 	290 	301 
NR,ICCS05012,TR333	148 	141 	164 
NR,ICCS05012,TR334	289 	316 	285 
NR,ICCS05012,TR4	8599 	7898 	7591 
NR,ICCS05012,TR41	4543 	4183 	3797 
NR,ICCS05012,TR411	3469 	3377 	2927 
NR,ICCS05012,TR412	1008 	753 	794 
NR,ICCS05012,TR413	66 	53 	76 
NR,ICCS05012,TR42	4056 	3715 	3794 
NR,ICCS05012,TR421	2528 	2358 	2631 
NR,ICCS05012,TR422	826 	675 	606 
NR,ICCS05012,TR423	285 	315 	178 
NR,ICCS05012,TR424	104 	138 	136 
NR,ICCS05012,TR425	313 	229 	243 
NR,ICCS05012,TR5	14377 	9456 	7798 
NR,ICCS05012,TR51	12548 	8068 	6691 
NR,ICCS05012,TR510	12548 	8068 	6691 
NR,ICCS05012,TR52	1829 	1388 	1107 
NR,ICCS05012,TR521	1686 	1285 	1017 
NR,ICCS05012,TR522	143 	103 	90 
NR,ICCS05012,TR6	11914 	12086 	12408 
NR,ICCS05012,TR61	4773 	4214 	3985 
NR,ICCS05012,TR611	4419 	3835 	3664 
NR,ICCS05012,TR612	238 	237 	180 
NR,ICCS05012,TR613	116 	142 	141 
NR,ICCS05012,TR62	5133 	6282 	6746 
NR,ICCS05012,TR621	2169 	3394 	3851 
NR,ICCS05012,TR622	2964 	2888 	2895 
NR,ICCS05012,TR63	2008 	1590 	1677 
NR,ICCS05012,TR631	908 	583 	474 
NR,ICCS05012,TR632	838 	740 	923 
NR,ICCS05012,TR633	262 	267 	280 
NR,ICCS05012,TR7	2124 	1881 	2277 
NR,ICCS05012,TR71	937 	729 	829 
NR,ICCS05012,TR711	227 	207 	197 
NR,ICCS05012,TR712	205 	155 	210 
NR,ICCS05012,TR713	230 	150 	155 
NR,ICCS05012,TR714	191 	137 	121 
NR,ICCS05012,TR715	84 	80 	146 
NR,ICCS05012,TR72	1187 	1152 	1448 
NR,ICCS05012,TR721	752 	614 	875 
NR,ICCS05012,TR722	273 	407 	415 
NR,ICCS05012,TR723	162 	131 	158 
NR,ICCS05012,TR8	2408 	2180 	1902 
NR,ICCS05012,TR81	473 	418 	327 
NR,ICCS05012,TR811	335 	263 	223 
NR,ICCS05012,TR812	88 	101 	75 
NR,ICCS05012,TR813	50 	54 	29 
NR,ICCS05012,TR82	286 	245 	218 
NR,ICCS05012,TR821	141 	108 	100 
NR,ICCS05012,TR822	68 	85 	63 
NR,ICCS05012,TR823	77 	52 	55 
NR,ICCS05012,TR83	1649 	1517 	1357 
NR,ICCS05012,TR831	1001 	982 	856 
NR,ICCS05012,TR832	243 	152 	171 
NR,ICCS05012,TR833	246 	216 	228 
NR,ICCS05012,TR834	159 	167 	102 
NR,ICCS05012,TR9	1173 	1110 	878 
NR,ICCS05012,TR90	1173 	1110 	878 
NR,ICCS05012,TR901	325 	339 	240 
NR,ICCS05012,TR902	416 	355 	306 
NR,ICCS05012,TR903	210 	229 	148 
NR,ICCS05012,TR904	135 	108 	113 
NR,ICCS05012,TR905	64 	43 	46 
NR,ICCS05012,TR906	23 	36 	25 
NR,ICCS05012,TRA	975 	955 	762 
NR,ICCS05012,TRA1	316 	448 	468 
NR,ICCS05012,TRA11	177 	316 	346 
NR,ICCS05012,TRA12	118 	120 	112 
NR,ICCS05012,TRA13	21 	12 	10 
NR,ICCS05012,TRA2	659 	507 	294 
NR,ICCS05012,TRA21	460 	355 	137 
NR,ICCS05012,TRA22	55 	55 	36 
NR,ICCS05012,TRA23	94 	83 	97 
