indic_env,wst_oper,geo\time	2018 	2016 	2014 	2012 	2010 	2008 	2006 	2004 
FAC,DSP_L,FRI3	66 	63 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRJ	184 	190 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRJ1	66 	65 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRJ2	118 	125 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRK	190 	194 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRK1	71 	74 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRK2	119 	120 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRL	105 	104 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRL0	105 	104 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRM	4 	4 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRM0	4 	4 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRY	48 	36 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRY1	5 	6 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRY2	1 	1 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRY3	6 	4 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRY4	32 	23 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,FRY5	4 	2 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,HR	127 	141 	142 	146 	: c	: 	407 	146 
FAC,DSP_L,HR0	127 	141 	142 	146 	: c	: 	: 	: 
FAC,DSP_L,HR01	: 	: 	: 	32 	: c	: 	: 	: 
FAC,DSP_L,HR02	: 	: 	: 	46 	: c	: 	: 	: 
FAC,DSP_L,HR03	66 	70 	69 	68 	: c	: 	: 	: 
FAC,DSP_L,HR04	61 	71 	73 	: 	: 	: 	: 	: 
FAC,DSP_L,HU	105 	105 	109 	111 	112 	198 	204 	321 
FAC,DSP_L,HU1	13 	14 	14 	15 	14 	23 	26 	29 
FAC,DSP_L,HU10	: 	: 	: 	: 	: 	23 	26 	29 
FAC,DSP_L,HU11	0 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,HU12	13 	14 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,HU2	47 	46 	50 	51 	53 	79 	81 	87 
FAC,DSP_L,HU21	14 	14 	16 	16 	18 	29 	28 	27 
FAC,DSP_L,HU22	15 	14 	17 	17 	17 	19 	20 	19 
FAC,DSP_L,HU23	18 	18 	17 	18 	18 	31 	33 	41 
FAC,DSP_L,HU3	45 	45 	42 	45 	45 	96 	97 	205 
FAC,DSP_L,HU31	18 	18 	15 	17 	17 	31 	32 	38 
FAC,DSP_L,HU32	17 	17 	17 	17 	17 	36 	36 	73 
FAC,DSP_L,HU33	10 	10 	10 	11 	11 	29 	29 	94 
FAC,DSP_L,IE	17 	20 	19 	35 	99 	66 	69 	67 
FAC,DSP_L,IE0	17 	20 	19 	35 	99 	: 	: 	: 
FAC,DSP_L,IE01	: 	: 	7 	17 	40 	23 	25 	: 
FAC,DSP_L,IE02	: 	: 	12 	18 	59 	43 	44 	: 
FAC,DSP_L,IE04	2 	4 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,IE05	5 	5 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,IE06	10 	11 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,IS	: 	: 	: 	: 	: 	28 	: 	45 
FAC,DSP_L,IT	344 	385 	437 	470 	534 	640 	557 	: 
FAC,DSP_L,ITC	96 	111 	122 	126 	140 	162 	174 	: 
FAC,DSP_L,ITC1	26 	35 	38 	38 	42 	49 	61 	: 
FAC,DSP_L,ITC2	35 	36 	38 	38 	36 	42 	44 	: 
FAC,DSP_L,ITC3	11 	11 	14 	16 	22 	27 	14 	: 
FAC,DSP_L,ITC4	24 	29 	32 	34 	40 	44 	55 	: 
FAC,DSP_L,ITD	: 	: 	: 	: 	: 	196 	216 	: 
FAC,DSP_L,ITD5	: 	: 	: 	: 	: 	32 	15 	: 
FAC,DSP_L,ITE	: 	: 	: 	: 	: 	86 	55 	: 
FAC,DSP_L,ITE3	: 	: 	: 	: 	: 	18 	2 	: 
FAC,DSP_L,ITF	50 	57 	66 	77 	96 	116 	57 	: 
FAC,DSP_L,ITF1	9 	10 	10 	14 	16 	24 	8 	: 
FAC,DSP_L,ITF2	4 	4 	4 	4 	5 	8 	2 	: 
FAC,DSP_L,ITF3	2 	2 	2 	3 	5 	3 	4 	: 
FAC,DSP_L,ITF4	21 	26 	30 	30 	36 	38 	29 	: 
FAC,DSP_L,ITF5	9 	11 	13 	16 	18 	26 	9 	: 
FAC,DSP_L,ITF6	5 	4 	7 	10 	16 	17 	5 	: 
FAC,DSP_L,ITG	61 	61 	66 	71 	73 	80 	55 	: 
FAC,DSP_L,ITG1	19 	20 	22 	25 	28 	30 	14 	: 
FAC,DSP_L,ITG2	42 	41 	44 	46 	45 	50 	41 	: 
FAC,DSP_L,ITH	88 	100 	116 	125 	145 	: 	: 	: 
FAC,DSP_L,ITH1	5 	5 	7 	7 	8 	9 	7 	: 
FAC,DSP_L,ITH2	19 	25 	33 	33 	47 	52 	76 	: 
FAC,DSP_L,ITH3	40 	42 	42 	47 	54 	71 	76 	: 
FAC,DSP_L,ITH4	10 	12 	11 	11 	13 	32 	42 	: 
FAC,DSP_L,ITH5	14 	16 	23 	27 	23 	: 	: 	: 
FAC,DSP_L,ITI	49 	56 	67 	71 	80 	: 	: 	: 
FAC,DSP_L,ITI1	17 	17 	22 	22 	27 	24 	22 	: 
FAC,DSP_L,ITI2	5 	7 	7 	9 	8 	8 	4 	: 
FAC,DSP_L,ITI3	10 	11 	13 	14 	16 	: 	: 	: 
FAC,DSP_L,ITI4	17 	21 	25 	26 	29 	36 	27 	: 
FAC,DSP_L,LT	24 	25 	22 	14 	14 	61 	206 	291 
FAC,DSP_L,LT0	24 	25 	22 	14 	14 	: 	: 	: 
FAC,DSP_L,LT01	3 	3 	3 	: 	: 	: 	: 	: 
FAC,DSP_L,LT02	21 	22 	19 	: 	: 	: 	: 	: 
FAC,DSP_L,LU	10 	10 	13 	13 	13 	12 	11 	: 
FAC,DSP_L,LU0	10 	10 	13 	13 	13 	: 	: 	: 
FAC,DSP_L,LU00	10 	10 	13 	13 	13 	: 	: 	: 
FAC,DSP_L,LV	12 	13 	13 	13 	13 	64 	103 	151 
FAC,DSP_L,LV0	12 	13 	13 	13 	13 	: 	: 	: 
FAC,DSP_L,LV00	12 	13 	13 	13 	13 	: 	: 	: 
FAC,DSP_L,ME	2 	2 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,MT	1 	2 	1 	1 	9 	10 	12 	8 
FAC,DSP_L,MT0	1 	2 	1 	1 	9 	: 	: 	: 
FAC,DSP_L,MT00	1 	2 	1 	1 	9 	: 	: 	: 
FAC,DSP_L,NL	38 	38 	39 	40 	38 	41 	40 	42 
FAC,DSP_L,NL1	7 	7 	7 	7 	7 	7 	7 	5 
FAC,DSP_L,NL11	2 	2 	2 	2 	2 	2 	2 	2 
FAC,DSP_L,NL12	4 	4 	4 	4 	4 	4 	4 	2 
FAC,DSP_L,NL13	1 	1 	1 	1 	1 	1 	1 	1 
FAC,DSP_L,NL2	11 	11 	11 	12 	12 	12 	13 	13 
FAC,DSP_L,NL21	3 	3 	3 	3 	3 	3 	2 	2 
FAC,DSP_L,NL22	6 	6 	6 	7 	7 	7 	8 	9 
FAC,DSP_L,NL23	2 	2 	2 	2 	2 	2 	3 	2 
FAC,DSP_L,NL3	15 	15 	16 	16 	16 	18 	15 	16 
FAC,DSP_L,NL31	1 	1 	1 	1 	1 	2 	1 	1 
FAC,DSP_L,NL32	7 	7 	7 	7 	7 	7 	7 	6 
FAC,DSP_L,NL33	5 	5 	6 	6 	6 	6 	5 	6 
FAC,DSP_L,NL34	2 	2 	2 	2 	2 	3 	2 	3 
FAC,DSP_L,NL4	5 	5 	5 	5 	3 	4 	5 	8 
FAC,DSP_L,NL41	3 	3 	3 	3 	2 	2 	3 	5 
FAC,DSP_L,NL42	2 	2 	2 	2 	1 	2 	2 	3 
FAC,DSP_L,NO	113 	111 	112 	111 	99 	95 	83 	124 
FAC,DSP_L,NO01	11 	7 	5 	4 	4 	6 	6 	9 
FAC,DSP_L,NO02	10 	11 	11 	12 	11 	10 	6 	7 
FAC,DSP_L,NO03	25 	25 	26 	25 	23 	23 	19 	34 
FAC,DSP_L,NO04	18 	19 	18 	19 	17 	18 	17 	21 
FAC,DSP_L,NO05	16 	16 	17 	17 	15 	14 	18 	23 
FAC,DSP_L,NO06	17 	16 	16 	16 	13 	11 	6 	11 
FAC,DSP_L,NO07	16 	17 	19 	18 	16 	13 	11 	19 
FAC,DSP_L,PL	541 	9 	532 	701 	666 	1060 	1157 	1445 
FAC,DSP_L,PL1	: 	: 	2 	2 	4 	138 	194 	215 
FAC,DSP_L,PL11	: 	: 	0 	0 	0 	47 	66 	78 
FAC,DSP_L,PL12	: 	: 	2 	2 	4 	91 	128 	137 
FAC,DSP_L,PL2	113 	1 	1 	0 	0 	120 	141 	114 
FAC,DSP_L,PL21	58 	1 	1 	0 	0 	60 	65 	60 
FAC,DSP_L,PL22	55 	0 	0 	0 	0 	60 	76 	54 
FAC,DSP_L,PL3	: 	: 	4 	1 	1 	261 	244 	366 
FAC,DSP_L,PL31	: 	: 	4 	1 	1 	116 	119 	145 
FAC,DSP_L,PL32	: 	: 	0 	0 	0 	37 	52 	67 
FAC,DSP_L,PL33	: 	: 	0 	0 	0 	26 	39 	38 
FAC,DSP_L,PL34	: 	: 	0 	0 	0 	82 	34 	116 
FAC,DSP_L,PL4	: b	0 	0 	4 	1 	183 	205 	292 
FAC,DSP_L,PL41	31 	0 	0 	2 	0 	107 	107 	180 
FAC,DSP_L,PL42	118 	0 	0 	1 	1 	46 	58 	70 
FAC,DSP_L,PL43	: b	0 	0 	1 	0 	30 	40 	42 
FAC,DSP_L,PL5	57 	1 	1 	2 	5 	147 	112 	210 
FAC,DSP_L,PL51	34 	1 	1 	2 	5 	112 	65 	160 
FAC,DSP_L,PL52	23 	0 	0 	0 	0 	35 	47 	50 
FAC,DSP_L,PL6	69 	1 	2 	3 	1 	211 	261 	248 
FAC,DSP_L,PL61	33 	0 	0 	1 	0 	100 	115 	98 
FAC,DSP_L,PL62	11 	1 	2 	2 	1 	57 	82 	81 
FAC,DSP_L,PL63	25 	0 	0 	0 	0 	54 	64 	69 
FAC,DSP_L,PL7	48 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL71	33 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL72	15 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL8	77 	4 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL81	34 	4 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL82	26 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL84	17 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL9	28 	2 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL91	: b	1 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PL92	: b	1 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,PT	52 	55 	70 	60 	47 	39 	38 	35 
FAC,DSP_L,PT1	39 	34 	50 	52 	47 	39 	38 	33 
FAC,DSP_L,PT11	18 	13 	18 	17 	16 	12 	11 	: 
FAC,DSP_L,PT15	2 	2 	2 	2 	2 	9 	2 	5 
FAC,DSP_L,PT16	7 	7 	12 	11 	9 	10 	9 	: 
FAC,DSP_L,PT17	4 	4 	6 	13 	12 	6 	10 	: 
FAC,DSP_L,PT18	8 	8 	12 	9 	8 	2 	6 	: 
FAC,DSP_L,PT2	5 	13 	13 	4 	: 	: 	0 	0 
FAC,DSP_L,PT20	5 	13 	13 	4 	: 	: 	: 	: 
FAC,DSP_L,PT3	8 	8 	7 	4 	: 	: 	0 	2 
FAC,DSP_L,PT30	8 	8 	7 	4 	: 	: 	: 	2 
FAC,DSP_L,RO	96 	108 	114 	129 	145 	343 	410 	449 
FAC,DSP_L,RO01	: 	: 	: 	: 	: 	: 	: 	0 
FAC,DSP_L,RO02	: 	: 	: 	: 	: 	: 	: 	66 
FAC,DSP_L,RO03	: 	: 	: 	: 	: 	: 	: 	59 
FAC,DSP_L,RO04	: 	: 	: 	: 	: 	: 	: 	69 
FAC,DSP_L,RO05	: 	: 	: 	: 	: 	: 	: 	76 
FAC,DSP_L,RO06	: 	: 	: 	: 	: 	: 	: 	51 
FAC,DSP_L,RO07	: 	: 	: 	: 	: 	: 	: 	63 
FAC,DSP_L,RO08	: 	: 	: 	: 	: 	: 	: 	65 
FAC,DSP_L,RO1	19 	25 	28 	33 	41 	91 	142 	: 
FAC,DSP_L,RO11	8 	15 	15 	20 	29 	40 	66 	: 
FAC,DSP_L,RO12	11 	10 	13 	13 	12 	51 	76 	: 
FAC,DSP_L,RO2	31 	35 	35 	35 	38 	89 	107 	: 
FAC,DSP_L,RO21	17 	17 	16 	14 	15 	45 	54 	: 
FAC,DSP_L,RO22	14 	18 	19 	21 	23 	44 	53 	: 
FAC,DSP_L,RO3	23 	19 	19 	22 	18 	31 	63 	: 
FAC,DSP_L,RO31	20 	16 	16 	19 	15 	28 	59 	: 
FAC,DSP_L,RO32	3 	3 	3 	3 	3 	3 	4 	: 
FAC,DSP_L,RO4	23 	29 	32 	39 	48 	132 	98 	: 
FAC,DSP_L,RO41	17 	21 	22 	21 	26 	69 	55 	: 
FAC,DSP_L,RO42	6 	8 	10 	18 	22 	63 	43 	: 
FAC,DSP_L,SE	175 	221 e	228 	227 	189 	239 	292 	271 
FAC,DSP_L,SE1	56 e	64 e	71 	71 	59 	63 	72 	: 
FAC,DSP_L,SE11	16 e	17 e	19 	19 	12 	12 	14 	: 
FAC,DSP_L,SE12	40 e	47 e	52 	52 	47 	51 	58 	: 
FAC,DSP_L,SE2	62 e	74 e	75 	75 	60 	91 	96 	: 
FAC,DSP_L,SE21	17 e	23 e	25 	25 	17 	25 	28 	: 
FAC,DSP_L,SE22	14 e	20 e	21 	21 	19 	21 	25 	: 
FAC,DSP_L,SE23	31 e	31 e	29 	29 	24 	45 	43 	: 
FAC,DSP_L,SE3	57 e	83 e	82 	81 	70 	85 	124 	: 
FAC,DSP_L,SE31	13 e	37 e	28 	28 	31 	37 	49 	: 
FAC,DSP_L,SE32	8 e	10 e	12 	11 	8 	21 	28 	: 
FAC,DSP_L,SE33	36 e	36 e	42 	42 	31 	27 	47 	: 
FAC,DSP_L,SI	16 	17 	: 	37 	47 	59 	53 	69 
FAC,DSP_L,SI0	16 	17 	: 	37 	47 	: 	: 	: 
FAC,DSP_L,SI01	: 	: 	: 	23 	30 	34 	34 	: 
FAC,DSP_L,SI02	: 	: 	: 	14 	17 	25 	19 	: 
FAC,DSP_L,SI03	11 	12 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,SI04	5 	5 	: 	: 	: 	: 	: 	: 
FAC,DSP_L,SK	109 	111 	122 	118 	0 	102 	160 	165 
FAC,DSP_L,SK0	109 	111 	122 	118 	0 	: 	: 	: 
FAC,DSP_L,SK01	6 	6 	7 	11 	11 	12 	10 	10 
FAC,DSP_L,SK02	39 	41 	50 	43 	38 	38 	62 	68 
FAC,DSP_L,SK03	30 	30 	30 	32 	31 	29 	45 	45 
FAC,DSP_L,SK04	34 	34 	35 	32 	28 	23 	43 	42 
FAC,DSP_L,TR	867 	: 	1057 	79 	2158 	2349 	2395 	2510 
FAC,DSP_L,TR1	4 	: 	3 	3 	3 	5 	20 	24 
FAC,DSP_L,TR10	: 	: 	3 	3 	: 	5 	20 	24 
FAC,DSP_L,TR2	64 	: 	93 	151 	152 	157 	157 	159 
FAC,DSP_L,TR21	30 	: 	48 	76 	74 	79 	80 	83 
FAC,DSP_L,TR22	34 	: 	45 	75 	78 	78 	77 	76 
FAC,DSP_L,TR3	108 	: 	137 	377 	410 	453 	453 	500 
FAC,DSP_L,TR31	12 	: 	16 	34 	39 	45 	53 	66 
FAC,DSP_L,TR32	37 	: 	46 	132 	141 	140 	144 	167 
FAC,DSP_L,TR33	59 	: 	75 	211 	230 	268 	256 	267 
FAC,DSP_L,TR4	60 	: 	67 	103 	114 	125 	133 	144 
FAC,DSP_L,TR41	32 	: 	33 	64 	67 	69 	75 	81 
FAC,DSP_L,TR42	28 	: 	34 	39 	47 	56 	58 	63 
FAC,DSP_L,TR5	53 	: 	64 	191 	210 	251 	234 	260 
FAC,DSP_L,TR51	14 	: 	19 	40 	40 	46 	48 	57 
FAC,DSP_L,TR52	39 	: 	45 	151 	170 	205 	186 	203 
FAC,DSP_L,TR6	73 	: 	98 	263 	292 	305 	338 	365 
FAC,DSP_L,TR61	42 	: 	39 	110 	117 	128 	133 	151 
FAC,DSP_L,TR62	15 	: 	27 	65 	69 	69 	89 	92 
FAC,DSP_L,TR63	16 	: 	32 	88 	106 	108 	116 	122 
FAC,DSP_L,TR7	120 	: 	153 	290 	296 	308 	332 	310 
FAC,DSP_L,TR71	51 	: 	81 	154 	167 	177 	177 	162 
FAC,DSP_L,TR72	69 	: 	72 	136 	129 	131 	155 	148 
FAC,DSP_L,TR8	86 	: 	117 	192 	230 	241 	231 	247 
FAC,DSP_L,TR81	17 	: 	18 	18 	37 	40 	41 	44 
FAC,DSP_L,TR82	25 	: 	39 	59 	62 	56 	58 	47 
FAC,DSP_L,TR83	44 	: 	60 	115 	131 	145 	132 	156 
FAC,DSP_L,TR9	41 	: 	60 	89 	85 	117 	130 	133 
FAC,DSP_L,TR90	: 	: 	60 	89 	: 	117 	130 	133 
FAC,DSP_L,TRA	65 	: 	64 	81 	87 	92 	89 	94 
FAC,DSP_L,TRA1	32 	: 	31 	44 	50 	55 	53 	59 
FAC,DSP_L,TRA2	33 	: 	33 	37 	37 	37 	36 	35 
FAC,DSP_L,TRB	96 	: 	100 	138 	140 	140 	142 	134 
FAC,DSP_L,TRB1	48 	: 	50 	80 	86 	87 	88 	91 
FAC,DSP_L,TRB2	48 	: 	50 	58 	54 	53 	54 	43 
FAC,DSP_L,TRC	97 	: 	101 	150 	139 	155 	124 	140 
FAC,DSP_L,TRC1	28 	: 	34 	47 	48 	52 	36 	49 
FAC,DSP_L,TRC2	21 	: 	23 	38 	37 	39 	31 	37 
FAC,DSP_L,TRC3	48 	: 	44 	65 	54 	64 	57 	54 
FAC,DSP_L,UK	629 	604 	596 	594 e	585 	561 	721 	: 
FAC,DSP_L,UKC	26 	26 	25 	27 e	28 	23 	38 	: 
FAC,DSP_L,UKC1	14 	14 	15 	17 e	18 	15 	25 	: 
FAC,DSP_L,UKC2	12 	12 	10 	10 e	10 	8 	13 	: 
FAC,DSP_L,UKD	50 	49 	49 	45 e	47 	51 	67 	: 
FAC,DSP_L,UKD1	8 	8 	9 	8 e	10 	11 	12 	: 
FAC,DSP_L,UKD2	: 	: 	: 	: 	: 	14 	16 	: 
FAC,DSP_L,UKD3	11 	11 	9 	8 e	8 	10 	13 	: 
FAC,DSP_L,UKD4	14 	13 	14 	13 e	13 	12 	23 	: 
FAC,DSP_L,UKD5	: 	: 	: 	: 	: 	4 	3 	: 
FAC,DSP_L,UKD6	13 	13 	13 	13 e	13 	: 	: 	: 
FAC,DSP_L,UKD7	4 	4 	4 	3 e	3 	: 	: 	: 
FAC,DSP_L,UKE	70 	70 	71 	72 e	67 	62 	90 	: 
FAC,DSP_L,UKE1	19 	19 	20 	20 e	20 	17 	26 	: 
FAC,DSP_L,UKE2	20 	21 	21 	22 e	20 	18 	23 	: 
FAC,DSP_L,UKE3	15 	15 	14 	15 e	14 	16 	23 	: 
FAC,DSP_L,UKE4	16 	15 	16 	15 e	13 	11 	18 	: 
FAC,DSP_L,UKF	63 	63 	63 	64 e	64 	55 	70 	: 
FAC,DSP_L,UKF1	23 	23 	24 	27 e	27 	19 	32 	: 
FAC,DSP_L,UKF2	26 	26 	26 	25 e	25 	22 	24 	: 
FAC,DSP_L,UKF3	14 	14 	13 	12 e	12 	14 	14 	: 
FAC,DSP_L,UKG	53 	51 	51 	48 e	43 	43 	44 	: 
FAC,DSP_L,UKG1	18 	18 	18 	17 e	15 	17 	16 	: 
FAC,DSP_L,UKG2	22 	20 	21 	21 e	19 	18 	19 	: 
FAC,DSP_L,UKG3	13 	13 	12 	10 e	9 	8 	9 	: 
FAC,DSP_L,UKH	94 	88 	82 	75 e	69 	54 	68 	: 
FAC,DSP_L,UKH1	48 	45 	40 	39 e	35 	26 	37 	: 
FAC,DSP_L,UKH2	25 	23 	22 	19 e	17 	13 	14 	: 
FAC,DSP_L,UKH3	21 	20 	20 	17 e	17 	15 	17 	: 
FAC,DSP_L,UKI	12 	10 	8 	8 e	8 	7 	8 	: 
FAC,DSP_L,UKI1	: 	: 	: 	1 e	1 	0 	0 	: 
FAC,DSP_L,UKI2	: 	: 	: 	7 e	7 	7 	8 	: 
FAC,DSP_L,UKI3	0 	0 	0 	: 	: 	: 	: 	: 
FAC,DSP_L,UKI4	0 	0 	0 	: 	: 	: 	: 	: 
FAC,DSP_L,UKI5	7 	6 	4 	4 	5 	: 	: 	: 
FAC,DSP_L,UKI6	3 	2 	2 	2 	1 	: 	: 	: 
FAC,DSP_L,UKI7	2 	2 	2 	2 	2 	: 	: 	: 
FAC,DSP_L,UKJ	108 	96 	85 	83 e	83 	73 	89 	: 
FAC,DSP_L,UKJ1	41 	38 	32 	30 e	30 	25 	34 	: 
FAC,DSP_L,UKJ2	28 	25 	20 	20 e	20 	18 	22 	: 
FAC,DSP_L,UKJ3	16 	14 	14 	14 e	14 	9 	15 	: 
FAC,DSP_L,UKJ4	23 	19 	19 	19 e	19 	21 	18 	: 
FAC,DSP_L,UKK	58 	57 	59 	56 e	55 	54 	70 	: 
FAC,DSP_L,UKK1	26 	26 	23 	22 e	21 	23 	25 	: 
FAC,DSP_L,UKK2	16 	15 	17 	16 e	16 	12 	18 	: 
FAC,DSP_L,UKK3	6 	6 	7 	7 e	7 	7 	9 	: 
FAC,DSP_L,UKK4	10 	10 	12 	11 e	11 	12 	18 	: 
FAC,DSP_L,UKL	21 	22 	24 	25 e	33 	33 	27 	: 
FAC,DSP_L,UKL1	14 	13 	14 	16 e	22 	22 	16 	: 
FAC,DSP_L,UKL2	7 	9 	10 	9 e	11 	11 	11 	: 
FAC,DSP_L,UKM	49 	53 	58 	71 e	69 	65 	77 	: 
FAC,DSP_L,UKM2	: 	: 	24 	25 e	25 	24 	25 	: 
FAC,DSP_L,UKM3	: 	: 	21 	15 e	21 	20 	28 	: 
FAC,DSP_L,UKM5	5 	5 	6 	9 e	9 	8 	5 	: 
FAC,DSP_L,UKM6	12 	13 	15 	22 e	14 	13 	19 	: 
FAC,DSP_L,UKM7	16 	17 	18 	: 	: 	: 	: 	: 
FAC,DSP_L,UKM8	6 	6 	7 	: 	: 	: 	: 	: 
FAC,DSP_L,UKM9	10 	12 	12 	: 	: 	: 	: 	: 
FAC,DSP_L,UKN	25 	19 	21 	20 e	19 	41 	73 	: 
FAC,DSP_L,UKN0	25 	19 	21 	20 e	19 	41 	73 	: 
FAC,DSP_LH,AT	0 	0 	0 	0 	0 	: 	: 	: 
FAC,DSP_LH,BE	13 	15 	1 	9 e	0 	: 	: 	: 
FAC,DSP_LH,BG	4 	6 	8 	8 	189 	: 	: 	: 
FAC,DSP_LH,CY	0 	0 	0 	1 	: 	: 	: 	: 
FAC,DSP_LH,CY0	0 	0 	0 	1 	: 	: 	: 	: 
FAC,DSP_LH,CY00	0 	0 	0 	1 	: 	: 	: 	: 
FAC,DSP_LH,CZ	25 	26 	25 	38 	34 	: 	: 	: 
FAC,DSP_LH,CZ0	25 	26 	25 	38 	34 	: 	: 	: 
FAC,DSP_LH,DE	30 	32 	31 	34 	34 	: 	: 	: 
FAC,DSP_LH,DK	4 	5 	5 	5 	5 	: 	: 	: 
FAC,DSP_LH,DK0	4 	5 	5 	5 	5 	: 	: 	: 
FAC,DSP_LH,EE	7 	: 	6 	7 	7 	: 	: 	: 
FAC,DSP_LH,EE0	7 	: 	6 	7 	7 	: 	: 	: 
FAC,DSP_LH,EE00	7 	: 	6 	7 	7 	: 	: 	: 
FAC,DSP_LH,EL	1 	: 	2 	2 	2 	: 	: 	: 
FAC,DSP_LH,ES	18 e	19 e	31 	35 	55 	: 	: 	: 
FAC,DSP_LH,EU27_2020	295 	296 s	297 	329 	512 	: 	: 	: 
FAC,DSP_LH,EU28	321 	322 s	323 	355 	539 	: 	: 	: 
FAC,DSP_LH,FI	50 	: 	29 	29 	53 	: 	: 	: 
FAC,DSP_LH,FR	15 	15 	16 e	16 	15 	: 	: 	: 
FAC,DSP_LH,HR	0 	0 	0 	0 	: 	: 	: 	: 
FAC,DSP_LH,HR0	0 	0 	0 	0 	: 	: 	: 	: 
FAC,DSP_LH,HU	14 	14 	12 	13 	14 	: 	: 	: 
FAC,DSP_LH,IE	1 	0 	0 	: 	0 	: 	: 	: 
FAC,DSP_LH,IE0	1 	0 	0 	: 	0 	: 	: 	: 
FAC,DSP_LH,IT	11 	12 	12 	10 	10 	: 	: 	: 
FAC,DSP_LH,LT	12 	12 	9 	0 	1 	: 	: 	: 
FAC,DSP_LH,LT0	12 	12 	9 	0 	1 	: 	: 	: 
FAC,DSP_LH,LU	0 	0 	0 	0 	0 	: 	: 	: 
FAC,DSP_LH,LU0	0 	0 	0 	0 	0 	: 	: 	: 
FAC,DSP_LH,LU00	0 	0 	0 	0 	0 	: 	: 	: 
FAC,DSP_LH,LV	1 	2 	2 	2 	2 	: 	: 	: 
FAC,DSP_LH,LV0	1 	2 	2 	2 	2 	: 	: 	: 
FAC,DSP_LH,LV00	1 	2 	2 	2 	2 	: 	: 	: 
FAC,DSP_LH,ME	0 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_LH,MT	0 	0 	0 	0 	0 	: 	: 	: 
FAC,DSP_LH,MT0	0 	0 	0 	0 	0 	: 	: 	: 
FAC,DSP_LH,MT00	0 	0 	0 	0 	0 	: 	: 	: 
FAC,DSP_LH,NL	1 	1 	1 	1 	1 	: 	: 	: 
FAC,DSP_LH,NO	10 	10 	10 	10 	8 	: 	: 	: 
FAC,DSP_LH,PL	31 	33 	33 	49 	48 	: 	: 	: 
FAC,DSP_LH,PT	3 	2 	2 	2 	2 	: 	: 	: 
FAC,DSP_LH,RO	11 	11 	11 	7 	8 	: 	: 	: 
FAC,DSP_LH,SE	32 e	51 e	50 	49 	31 	: 	: 	: 
FAC,DSP_LH,SI	1 	1 	: 	1 	1 	: 	: 	: 
FAC,DSP_LH,SI0	1 	1 	: 	1 	1 	: 	: 	: 
FAC,DSP_LH,SK	10 	10 	11 	11 	: 	: 	: 	: 
FAC,DSP_LH,SK0	10 	10 	11 	11 	: 	: 	: 	: 
FAC,DSP_LH,TR	28 	: 	9 	4 	1 	: 	: 	: 
FAC,DSP_LH,UK	26 	26 	26 	26 e	27 	: 	: 	: 
FAC,DSP_LH,UKI5	: 	: 	: 	1 	1 	: 	: 	: 
FAC,DSP_LIN,AT	33 	33 	35 	36 	35 	: 	: 	: 
FAC,DSP_LIN,BE	8 	10 	28 	4 e	0 	: 	: 	: 
FAC,DSP_LIN,BG	10 	8 	6 	3 	13 	: 	: 	: 
FAC,DSP_LIN,CY	2 	2 	2 	2 	0 	: 	: 	: 
FAC,DSP_LIN,CY0	2 	2 	2 	2 	0 	: 	: 	: 
FAC,DSP_LIN,CY00	2 	2 	2 	2 	0 	: 	: 	: 
FAC,DSP_LIN,CZ	23 	24 	25 	78 	78 	: 	: 	: 
FAC,DSP_LIN,CZ0	23 	24 	25 	78 	78 	: 	: 	: 
