indic_env,wst_oper,geo\time	2018 	2016 	2014 	2012 	2010 	2008 	2006 	2004 
FAC,RCV_R,EE0	293 	313 	385 	304 	327 	: 	: 	: 
FAC,RCV_R,EE00	293 	313 	385 	304 	327 	: 	: 	: 
FAC,RCV_R,EL	285 	257 	258 	257 	204 	: 	: 	: 
FAC,RCV_R,EL1	: 	: 	: 	111 	91 	: 	: 	: 
FAC,RCV_R,EL11	: 	: 	: 	27 	18 	: 	: 	: 
FAC,RCV_R,EL12	: 	: 	: 	46 	45 	: 	: 	: 
FAC,RCV_R,EL13	: 	: 	: 	6 	7 	: 	: 	: 
FAC,RCV_R,EL14	: 	: 	: 	32 	21 	: 	: 	: 
FAC,RCV_R,EL2	: 	: 	: 	95 	74 	: 	: 	: 
FAC,RCV_R,EL21	: 	: 	: 	13 	10 	: 	: 	: 
FAC,RCV_R,EL22	: 	: 	: 	2 	1 	: 	: 	: 
FAC,RCV_R,EL23	: 	: 	: 	18 	11 	: 	: 	: 
FAC,RCV_R,EL24	: 	: 	: 	35 	30 	: 	: 	: 
FAC,RCV_R,EL25	: 	: 	: 	27 	22 	: 	: 	: 
FAC,RCV_R,EL3	50 	31 	31 	31 	19 	: 	: 	: 
FAC,RCV_R,EL30	50 	31 	31 	31 	19 	: 	: 	: 
FAC,RCV_R,EL4	25 	20 	20 	20 	20 	: 	: 	: 
FAC,RCV_R,EL41	3 	6 	6 	6 	6 	: 	: 	: 
FAC,RCV_R,EL42	11 	1 	1 	1 	1 	: 	: 	: 
FAC,RCV_R,EL43	11 	13 	13 	13 	13 	: 	: 	: 
FAC,RCV_R,EL5	103 	92 	90 	: 	: 	: 	: 	: 
FAC,RCV_R,EL51	25 	27 	20 	: 	: 	: 	: 	: 
FAC,RCV_R,EL52	69 	46 	50 	: 	: 	: 	: 	: 
FAC,RCV_R,EL53	6 	6 	6 	: 	: 	: 	: 	: 
FAC,RCV_R,EL54	3 	13 	14 	: 	: 	: 	: 	: 
FAC,RCV_R,EL6	107 	114 	117 	: 	: 	: 	: 	: 
FAC,RCV_R,EL61	33 	32 	31 	: 	: 	: 	: 	: 
FAC,RCV_R,EL62	5 	2 	2 	: 	: 	: 	: 	: 
FAC,RCV_R,EL63	14 	18 	20 	: 	: 	: 	: 	: 
FAC,RCV_R,EL64	36 	35 	35 	: 	: 	: 	: 	: 
FAC,RCV_R,EL65	19 	27 	29 	: 	: 	: 	: 	: 
FAC,RCV_R,ES	3741 e	3485 	3307 	4197 	3205 	: 	: 	: 
FAC,RCV_R,ES1	519 	502 	468 	386 	346 	: 	: 	: 
FAC,RCV_R,ES11	386 	381 	347 	274 	251 	: 	: 	: 
FAC,RCV_R,ES12	63 	58 	55 	63 	62 	: 	: 	: 
FAC,RCV_R,ES13	70 	63 	66 	49 	33 	: 	: 	: 
FAC,RCV_R,ES2	476 	289 	224 	545 	175 	: 	: 	: 
FAC,RCV_R,ES21	74 	59 	58 	375 	6 	: 	: 	: 
FAC,RCV_R,ES22	209 	74 	45 	57 	37 	: 	: 	: 
FAC,RCV_R,ES23	32 	30 	28 	31 	29 	: 	: 	: 
FAC,RCV_R,ES24	161 	126 	93 	82 	103 	: 	: 	: 
FAC,RCV_R,ES3	69 	58 	44 	42 	38 	: 	: 	: 
FAC,RCV_R,ES30	69 	58 	44 	42 	38 	: 	: 	: 
FAC,RCV_R,ES4	709 	622 	580 	655 	579 	: 	: 	: 
FAC,RCV_R,ES41	216 	193 	187 	162 	238 	: 	: 	: 
FAC,RCV_R,ES42	369 	317 	393 	356 	260 	: 	: 	: 
FAC,RCV_R,ES43	124 	112 	0 	137 	81 	: 	: 	: 
FAC,RCV_R,ES5	: c	: c	1312 	1258 	1111 	: 	: 	: 
FAC,RCV_R,ES51	893 	835 	831 	791 	710 	: 	: 	: 
FAC,RCV_R,ES52	: c	: c	468 	454 	384 	: 	: 	: 
FAC,RCV_R,ES53	15 e	13 	13 	13 	17 	: 	: 	: 
FAC,RCV_R,ES6	: c	: c	659 	1305 	950 	: 	: 	: 
FAC,RCV_R,ES61	425 	426 	482 	1144 	803 	: 	: 	: 
FAC,RCV_R,ES62	308 	251 	177 	161 	147 	: 	: 	: 
FAC,RCV_R,ES63	0 	0 	0 	0 	0 	: 	: 	: 
FAC,RCV_R,ES64	: c	: c	0 	0 	0 	: 	: 	: 
FAC,RCV_R,ES7	20 	19 	20 	6 	6 	: 	: 	: 
FAC,RCV_R,ES70	20 	19 	20 	6 	6 	: 	: 	: 
FAC,RCV_R,EU27_2020	33342 	30308 s	29227 	25990 	24891 	: 	: 	: 
FAC,RCV_R,EU28	36122 	33008 s	31887 	28527 	43744 	: 	: 	: 
FAC,RCV_R,FI	326 	: 	495 	472 	420 	: 	: 	: 
FAC,RCV_R,FI1	307 	: 	472 	472 	397 	: 	: 	: 
FAC,RCV_R,FI19	102 	: 	101 	101 	92 	: 	: 	: 
FAC,RCV_R,FI1B	35 	: 	71 	71 	71 	: 	: 	: 
FAC,RCV_R,FI1C	77 	: 	164 	164 	114 	: 	: 	: 
FAC,RCV_R,FI1D	93 	: 	136 	136 	120 	: 	: 	: 
FAC,RCV_R,FI2	19 	: 	23 	0 e	23 	: 	: 	: 
FAC,RCV_R,FI20	19 	: 	23 	0 e	23 	: 	: 	: 
FAC,RCV_R,FR	1225 	1204 	1050 	955 	977 	: 	: 	: 
FAC,RCV_R,FR1	112 	131 	100 	90 	87 	: 	: 	: 
FAC,RCV_R,FR10	112 	131 	100 	90 	87 	: 	: 	: 
FAC,RCV_R,FR2	: 	: 	229 	217 	227 	: 	: 	: 
FAC,RCV_R,FR21	: 	: 	25 	28 	25 	: 	: 	: 
FAC,RCV_R,FR22	: 	: 	36 	37 	40 	: 	: 	: 
FAC,RCV_R,FR23	: 	: 	33 	30 	35 	: 	: 	: 
FAC,RCV_R,FR24	: 	: 	53 	47 	52 	: 	: 	: 
FAC,RCV_R,FR25	: 	: 	37 	39 	37 	: 	: 	: 
FAC,RCV_R,FR26	: 	: 	45 	36 	38 	: 	: 	: 
FAC,RCV_R,FR3	: 	: 	58 	55 	56 	: 	: 	: 
FAC,RCV_R,FR4	: 	: 	112 	93 	93 	: 	: 	: 
FAC,RCV_R,FR41	: 	: 	62 	48 	49 	: 	: 	: 
FAC,RCV_R,FR42	: 	: 	36 	32 	31 	: 	: 	: 
FAC,RCV_R,FR43	: 	: 	14 	13 	13 	: 	: 	: 
FAC,RCV_R,FR5	: 	: 	159 	135 	136 	: 	: 	: 
FAC,RCV_R,FR51	: 	: 	51 	50 	51 	: 	: 	: 
FAC,RCV_R,FR52	: 	: 	55 	50 	44 	: 	: 	: 
FAC,RCV_R,FR53	: 	: 	53 	35 	41 	: 	: 	: 
FAC,RCV_R,FR6	: 	: 	130 	112 	114 	: 	: 	: 
FAC,RCV_R,FR61	: 	: 	52 	39 	39 	: 	: 	: 
FAC,RCV_R,FR62	: 	: 	65 	61 	65 	: 	: 	: 
FAC,RCV_R,FR63	: 	: 	13 	12 	10 	: 	: 	: 
FAC,RCV_R,FR7	: 	: 	146 e	146 	158 	: 	: 	: 
FAC,RCV_R,FR71	: 	: 	125 	130 	143 	: 	: 	: 
FAC,RCV_R,FR72	: 	: 	21 	16 	15 	: 	: 	: 
FAC,RCV_R,FR8	: 	: 	102 	93 	92 	: 	: 	: 
FAC,RCV_R,FR81	: 	: 	44 	35 	34 	: 	: 	: 
FAC,RCV_R,FR82	: 	: 	53 	55 	56 	: 	: 	: 
FAC,RCV_R,FR83	: 	: 	5 	3 	2 	: 	: 	: 
FAC,RCV_R,FR9	: 	: 	: 	14 	14 	: 	: 	: 
FAC,RCV_R,FR91	: 	: 	: 	3 	4 	: 	: 	: 
FAC,RCV_R,FR92	: 	: 	: 	3 	2 	: 	: 	: 
FAC,RCV_R,FR93	: 	: 	: 	1 	2 	: 	: 	: 
FAC,RCV_R,FR94	: 	: 	: 	7 	6 	: 	: 	: 
FAC,RCV_R,FRA	: 	: 	14 	14 	14 	: 	: 	: 
FAC,RCV_R,FRA1	: 	: 	4 	: 	4 	: 	: 	: 
FAC,RCV_R,FRA2	: 	: 	2 	3 	2 	: 	: 	: 
FAC,RCV_R,FRA3	: 	: 	1 	1 	2 	: 	: 	: 
FAC,RCV_R,FRA4	: 	: 	7 	7 	6 	: 	: 	: 
FAC,RCV_R,FRA5	: 	: 	0 	: 	: 	: 	: 	: 
FAC,RCV_R,FRB	60 	55 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRB0	60 	55 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRC	60 	59 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRC1	43 	43 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRC2	17 	16 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRD	89 	83 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRD1	49 	44 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRD2	40 	39 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRE	105 	102 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRE1	60 	57 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRE2	45 	45 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRF	134 	128 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRF1	38 	36 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRF2	30 	29 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRF3	66 	63 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRG	66 	61 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRG0	66 	61 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRH	82 	82 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRH0	82 	82 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRI	142 	140 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRI1	66 	64 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRI2	18 	18 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRI3	58 	58 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRJ	126 	115 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRJ1	51 	46 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRJ2	75 	69 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRK	161 	163 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRK1	29 	29 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRK2	132 	134 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRL	52 	58 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRL0	52 	58 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRM	11 	6 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRM0	11 	6 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRY	25 	21 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRY1	6 	6 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRY2	7 	4 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRY3	3 	3 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRY4	7 	6 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,FRY5	2 	2 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,HR	196 	195 	144 	123 	173 	: 	: 	: 
FAC,RCV_R,HR0	196 	195 	144 	123 	173 	: 	: 	: 
FAC,RCV_R,HR01	: 	: 	: 	54 	: c	: 	: 	: 
FAC,RCV_R,HR02	: 	: 	: 	40 	: c	: 	: 	: 
FAC,RCV_R,HR03	36 	35 	23 	29 	: c	: 	: 	: 
FAC,RCV_R,HR04	160 	160 	121 	: 	: 	: 	: 	: 
FAC,RCV_R,HU	766 	782 	771 	496 	472 	: 	: 	: 
FAC,RCV_R,HU1	180 	176 	143 	111 	100 	: 	: 	: 
FAC,RCV_R,HU11	36 	53 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,HU12	144 	123 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,HU2	271 	262 	340 	180 	171 	: 	: 	: 
FAC,RCV_R,HU21	126 	116 	113 	74 	69 	: 	: 	: 
FAC,RCV_R,HU22	89 	101 	149 	63 	59 	: 	: 	: 
FAC,RCV_R,HU23	56 	45 	78 	43 	43 	: 	: 	: 
FAC,RCV_R,HU3	315 	344 	288 	205 	201 	: 	: 	: 
FAC,RCV_R,HU31	63 	92 	49 	54 	49 	: 	: 	: 
FAC,RCV_R,HU32	137 	122 	133 	78 	78 	: 	: 	: 
FAC,RCV_R,HU33	115 	130 	106 	73 	74 	: 	: 	: 
FAC,RCV_R,IE	125 	205 	212 	254 	1033 	: 	: 	: 
FAC,RCV_R,IE0	125 	205 	212 	254 	1033 	: 	: 	: 
FAC,RCV_R,IE01	: 	: 	72 	100 	438 	: 	: 	: 
FAC,RCV_R,IE02	: 	: 	140 	154 	595 	: 	: 	: 
FAC,RCV_R,IE04	25 	31 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,IE05	45 	81 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,IE06	55 	93 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,IT	6558 	4979 	4247 	3709 	3315 	: 	: 	: 
FAC,RCV_R,ITC	2159 	1874 	1391 	1190 	1149 	: 	: 	: 
FAC,RCV_R,ITC1	599 	493 	461 	363 	317 	: 	: 	: 
FAC,RCV_R,ITC2	15 	12 	21 	4 	4 	: 	: 	: 
FAC,RCV_R,ITC3	122 	146 	128 	72 	66 	: 	: 	: 
FAC,RCV_R,ITC4	1423 	1223 	781 	751 	762 	: 	: 	: 
FAC,RCV_R,ITF	1413 	821 	738 	562 	494 	: 	: 	: 
FAC,RCV_R,ITF1	186 	143 	70 	68 	58 	: 	: 	: 
FAC,RCV_R,ITF2	38 	20 	17 	14 	11 	: 	: 	: 
FAC,RCV_R,ITF3	532 	425 	323 	183 	198 	: 	: 	: 
FAC,RCV_R,ITF4	464 	126 	225 	176 	147 	: 	: 	: 
FAC,RCV_R,ITF5	51 	41 	37 	32 	30 	: 	: 	: 
FAC,RCV_R,ITF6	142 	66 	66 	89 	50 	: 	: 	: 
FAC,RCV_R,ITG	417 	179 	286 	220 	203 	: 	: 	: 
FAC,RCV_R,ITG1	304 	127 	211 	150 	141 	: 	: 	: 
FAC,RCV_R,ITG2	113 	52 	75 	70 	62 	: 	: 	: 
FAC,RCV_R,ITH	1483 	1088 	1007 	1007 	893 	: 	: 	: 
FAC,RCV_R,ITH1	115 	100 	90 	69 	61 	: 	: 	: 
FAC,RCV_R,ITH2	105 	82 	76 	67 	63 	: 	: 	: 
FAC,RCV_R,ITH3	667 	528 	471 	527 	490 	: 	: 	: 
FAC,RCV_R,ITH4	125 	84 	79 	82 	81 	: 	: 	: 
FAC,RCV_R,ITH5	471 	294 	291 	262 	198 	: 	: 	: 
FAC,RCV_R,ITI	1086 	1017 	825 	730 	576 	: 	: 	: 
FAC,RCV_R,ITI1	433 	513 	297 	292 	245 	: 	: 	: 
FAC,RCV_R,ITI2	113 	109 	113 	87 	87 	: 	: 	: 
FAC,RCV_R,ITI3	209 	175 	148 	165 	123 	: 	: 	: 
FAC,RCV_R,ITI4	331 	220 	267 	186 	121 	: 	: 	: 
FAC,RCV_R,LT	214 	182 	166 	149 	152 	: 	: 	: 
FAC,RCV_R,LT0	214 	182 	166 	149 	152 	: 	: 	: 
FAC,RCV_R,LT01	64 	46 	39 	: 	: 	: 	: 	: 
FAC,RCV_R,LT02	150 	136 	127 	: 	: 	: 	: 	: 
FAC,RCV_R,LU	85 	93 	89 	89 	91 	: 	: 	: 
FAC,RCV_R,LU0	85 	93 	89 	89 	91 	: 	: 	: 
FAC,RCV_R,LU00	85 	93 	89 	89 	91 	: 	: 	: 
FAC,RCV_R,LV	230 	230 	230 	170 	170 	: 	: 	: 
FAC,RCV_R,LV0	230 	230 	230 	170 	170 	: 	: 	: 
FAC,RCV_R,LV00	230 	230 	230 	170 	170 	: 	: 	: 
FAC,RCV_R,ME	5 	5 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,MT	11 	14 	9 	9 	7 	: 	: 	: 
FAC,RCV_R,MT0	11 	14 	9 	9 	7 	: 	: 	: 
FAC,RCV_R,MT00	11 	14 	9 	9 	7 	: 	: 	: 
FAC,RCV_R,NL	318 	231 	234 	236 	250 	: 	: 	: 
FAC,RCV_R,NL1	47 	29 	29 	31 	30 	: 	: 	: 
FAC,RCV_R,NL11	16 	11 	11 	13 	13 	: 	: 	: 
FAC,RCV_R,NL12	19 	11 	11 	11 	10 	: 	: 	: 
FAC,RCV_R,NL13	12 	7 	7 	7 	7 	: 	: 	: 
FAC,RCV_R,NL2	68 	52 	53 	53 	61 	: 	: 	: 
FAC,RCV_R,NL21	18 	13 	13 	13 	19 	: 	: 	: 
FAC,RCV_R,NL22	41 	31 	32 	32 	34 	: 	: 	: 
FAC,RCV_R,NL23	9 	8 	8 	8 	8 	: 	: 	: 
FAC,RCV_R,NL3	94 	67 	68 	67 	76 	: 	: 	: 
FAC,RCV_R,NL31	14 	10 	10 	10 	11 	: 	: 	: 
FAC,RCV_R,NL32	36 	26 	26 	26 	32 	: 	: 	: 
FAC,RCV_R,NL33	32 	24 	25 	24 	27 	: 	: 	: 
FAC,RCV_R,NL34	12 	7 	7 	7 	6 	: 	: 	: 
FAC,RCV_R,NL4	109 	83 	84 	85 	83 	: 	: 	: 
FAC,RCV_R,NL41	73 	53 	54 	54 	56 	: 	: 	: 
FAC,RCV_R,NL42	36 	30 	30 	31 	27 	: 	: 	: 
FAC,RCV_R,NO	188 	172 	138 	146 	115 	: 	: 	: 
FAC,RCV_R,NO01	12 	8 	5 	4 	4 	: 	: 	: 
FAC,RCV_R,NO02	27 	19 	18 	18 	13 	: 	: 	: 
FAC,RCV_R,NO03	42 	31 	26 	30 	26 	: 	: 	: 
FAC,RCV_R,NO04	27 	28 	21 	28 	18 	: 	: 	: 
FAC,RCV_R,NO05	32 	42 	36 	33 	24 	: 	: 	: 
FAC,RCV_R,NO06	22 	21 	13 	20 	16 	: 	: 	: 
FAC,RCV_R,NO07	26 	23 	19 	13 	14 	: 	: 	: 
FAC,RCV_R,PL	3095 	2858 	2766 	961 	1068 	: 	: 	: 
FAC,RCV_R,PL1	: 	: 	418 	122 	162 	: 	: 	: 
FAC,RCV_R,PL11	: 	: 	185 	58 	45 	: 	: 	: 
FAC,RCV_R,PL12	: 	: 	233 	64 	117 	: 	: 	: 
FAC,RCV_R,PL2	558 	823 	838 	255 	266 	: 	: 	: 
FAC,RCV_R,PL21	292 	271 	264 	88 	84 	: 	: 	: 
FAC,RCV_R,PL22	266 	552 	574 	167 	182 	: 	: 	: 
FAC,RCV_R,PL3	: 	: 	414 	152 	131 	: 	: 	: 
FAC,RCV_R,PL31	: 	: 	78 	36 	26 	: 	: 	: 
FAC,RCV_R,PL32	: 	: 	156 	66 	61 	: 	: 	: 
FAC,RCV_R,PL33	: 	: 	116 	42 	39 	: 	: 	: 
FAC,RCV_R,PL34	: 	: 	64 	8 	5 	: 	: 	: 
FAC,RCV_R,PL4	987 	466 	418 	185 	219 	: 	: 	: 
FAC,RCV_R,PL41	604 	308 	254 	130 	156 	: 	: 	: 
FAC,RCV_R,PL42	222 	101 	113 	24 	25 	: 	: 	: 
FAC,RCV_R,PL43	161 	57 	51 	31 	38 	: 	: 	: 
FAC,RCV_R,PL5	221 	266 	258 	105 	109 	: 	: 	: 
FAC,RCV_R,PL51	162 	200 	174 	73 	79 	: 	: 	: 
FAC,RCV_R,PL52	59 	66 	84 	32 	30 	: 	: 	: 
FAC,RCV_R,PL6	347 	476 	420 	142 	181 	: 	: 	: 
FAC,RCV_R,PL61	4 	257 	199 	72 	105 	: 	: 	: 
FAC,RCV_R,PL62	166 	69 	54 	16 	10 	: 	: 	: 
FAC,RCV_R,PL63	177 	150 	167 	54 	66 	: 	: 	: 
FAC,RCV_R,PL7	114 	298 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL71	13 	179 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL72	101 	119 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL8	368 	303 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL81	308 	83 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL82	5 	161 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL84	55 	59 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL9	500 	226 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL91	134 	21 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PL92	366 	205 	: 	: 	: 	: 	: 	: 
FAC,RCV_R,PT	160 	: 	174 	540 	9 	: 	: 	: 
FAC,RCV_R,PT1	148 	281 	169 	540 	9 	: 	: 	: 
FAC,RCV_R,PT11	29 	: 	35 	81 	2 	: 	: 	: 
FAC,RCV_R,PT15	10 	: 	10 	29 	1 	: 	: 	: 
FAC,RCV_R,PT16	77 	: 	69 	269 	3 	: 	: 	: 
FAC,RCV_R,PT17	18 	: 	39 	114 	1 	: 	: 	: 
FAC,RCV_R,PT18	14 	: 	16 	47 	2 	: 	: 	: 
FAC,RCV_R,PT2	9 	: 	0 	: 	: 	: 	: 	: 
FAC,RCV_R,PT20	9 	: 	0 	: 	: 	: 	: 	: 
FAC,RCV_R,PT3	3 	: 	5 	: 	: 	: 	: 	: 
FAC,RCV_R,PT30	3 	: 	5 	: 	: 	: 	: 	: 
FAC,RCV_R,RO	144 	157 	144 	133 	112 	: 	: 	: 
FAC,RCV_R,RO1	26 	39 	36 	26 	23 	: 	: 	: 
FAC,RCV_R,RO11	15 	19 	21 	15 	12 	: 	: 	: 
FAC,RCV_R,RO12	11 	20 	15 	11 	11 	: 	: 	: 
FAC,RCV_R,RO2	41 	53 	48 	54 	54 	: 	: 	: 
FAC,RCV_R,RO21	23 	13 	26 	28 	20 	: 	: 	: 
FAC,RCV_R,RO22	18 	40 	22 	26 	34 	: 	: 	: 
FAC,RCV_R,RO3	45 	43 	44 	34 	23 	: 	: 	: 
FAC,RCV_R,RO31	37 	24 	34 	29 	15 	: 	: 	: 
FAC,RCV_R,RO32	8 	19 	10 	5 	8 	: 	: 	: 
FAC,RCV_R,RO4	32 	22 	16 	19 	12 	: 	: 	: 
FAC,RCV_R,RO41	22 	5 	10 	11 	7 	: 	: 	: 
FAC,RCV_R,RO42	10 	17 	6 	8 	5 	: 	: 	: 
FAC,RCV_R,RS	207 	: 	177 	: 	: 	: 	: 	: 
FAC,RCV_R,SE	436 e	462 e	359 	14 	7 	: 	: 	: 
FAC,RCV_R,SE1	114 e	166 e	98 	5 	3 	: 	: 	: 
FAC,RCV_R,SE11	28 e	77 e	26 	0 	0 	: 	: 	: 
FAC,RCV_R,SE12	86 e	89 e	72 	5 	3 	: 	: 	: 
FAC,RCV_R,SE2	201 e	189 e	154 	4 	0 	: 	: 	: 
FAC,RCV_R,SE21	62 e	61 e	42 	0 	0 	: 	: 	: 
FAC,RCV_R,SE22	50 e	49 e	41 	2 	0 	: 	: 	: 
FAC,RCV_R,SE23	89 e	79 e	71 	2 	0 	: 	: 	: 
FAC,RCV_R,SE3	121 e	107 e	107 	5 	4 	: 	: 	: 
FAC,RCV_R,SE31	63 e	53 e	55 	1 	1 	: 	: 	: 
FAC,RCV_R,SE32	20 e	15 e	19 	2 	0 	: 	: 	: 
FAC,RCV_R,SE33	38 e	39 e	33 	2 	3 	: 	: 	: 
FAC,RCV_R,SI	412 	386 	354 	330 e	257 	: 	: 	: 
FAC,RCV_R,SI0	412 	386 	354 	330 e	257 	: 	: 	: 
FAC,RCV_R,SI01	: 	: 	: 	171 e	133 	: 	: 	: 
FAC,RCV_R,SI02	: 	: 	: 	159 e	124 	: 	: 	: 
FAC,RCV_R,SI03	239 	201 	184 e	175 	175 	: 	: 	: 
FAC,RCV_R,SI04	173 	185 	170 e	155 	155 	: 	: 	: 
FAC,RCV_R,SK	644 	639 	411 	311 	64 	: 	: 	: 
FAC,RCV_R,SK0	644 	639 	411 	311 	64 	: 	: 	: 
FAC,RCV_R,SK01	55 	69 	36 	32 	6 	: 	: 	: 
FAC,RCV_R,SK02	203 	257 	157 	118 	27 	: 	: 	: 
FAC,RCV_R,SK03	210 	190 	117 	91 	20 	: 	: 	: 
FAC,RCV_R,SK04	176 	123 	101 	70 	11 	: 	: 	: 
FAC,RCV_R,TR	2017 	: 	829 	557 	71 	: 	: 	: 
FAC,RCV_R,TR1	369 	: 	140 	78 	21 	: 	: 	: 
FAC,RCV_R,TR10	: 	: 	140 	78 	: 	: 	: 	: 
FAC,RCV_R,TR2	155 	: 	78 	57 	11 	: 	: 	: 
FAC,RCV_R,TR21	125 	: 	57 	39 	8 	: 	: 	: 
FAC,RCV_R,TR22	30 	: 	21 	18 	3 	: 	: 	: 
FAC,RCV_R,TR3	391 	: 	146 	114 	10 	: 	: 	: 
FAC,RCV_R,TR31	203 	: 	70 	57 	4 	: 	: 	: 
FAC,RCV_R,TR32	65 	: 	21 	15 	4 	: 	: 	: 
FAC,RCV_R,TR33	123 	: 	55 	42 	: c	: 	: 	: 
FAC,RCV_R,TR4	366 	: 	167 	96 	11 	: 	: 	: 
FAC,RCV_R,TR41	195 	: 	82 	49 	: c	: 	: 	: 
FAC,RCV_R,TR42	171 	: 	85 	47 	9 	: 	: 	: 
FAC,RCV_R,TR5	190 	: 	73 	53 	4 	: 	: 	: 
FAC,RCV_R,TR51	111 	: 	52 	32 	4 	: 	: 	: 
FAC,RCV_R,TR52	79 	: 	21 	21 	0 	: 	: 	: 
FAC,RCV_R,TR6	184 	: 	76 	50 	: c	: 	: 	: 
FAC,RCV_R,TR61	35 	: 	10 	12 	: c	: 	: 	: 
FAC,RCV_R,TR62	91 	: 	39 	24 	0 	: 	: 	: 
FAC,RCV_R,TR63	58 	: 	27 	14 	0 	: 	: 	: 
FAC,RCV_R,TR7	139 	: 	57 	31 	: c	: 	: 	: 
FAC,RCV_R,TR71	49 	: 	21 	11 	0 	: 	: 	: 
FAC,RCV_R,TR72	90 	: 	36 	20 	: c	: 	: 	: 
FAC,RCV_R,TR8	69 	: 	: c	22 	10 	: 	: 	: 
FAC,RCV_R,TR81	12 	: 	: c	: c	: c	: 	: 	: 
FAC,RCV_R,TR82	5 	: 	: c	: c	: c	: 	: 	: 
FAC,RCV_R,TR83	52 	: 	27 	19 	7 	: 	: 	: 
FAC,RCV_R,TR9	14 	: 	8 	4 	0 	: 	: 	: 
FAC,RCV_R,TR90	: 	: 	8 	4 	: 	: 	: 	: 
FAC,RCV_R,TRA	6 	: 	3 	: c	0 	: 	: 	: 
FAC,RCV_R,TRA1	5 	: 	3 	: c	0 	: 	: 	: 
FAC,RCV_R,TRA2	1 	: 	: 	0 	0 	: 	: 	: 
FAC,RCV_R,TRB	10 	: 	: c	: c	0 	: 	: 	: 
FAC,RCV_R,TRB1	9 	: 	: c	: c	0 	: 	: 	: 
FAC,RCV_R,TRB2	1 	: 	: 	0 	0 	: 	: 	: 
FAC,RCV_R,TRC	124 	: 	47 	46 	0 	: 	: 	: 
FAC,RCV_R,TRC1	106 	: 	38 	43 	0 	: 	: 	: 
FAC,RCV_R,TRC2	8 	: 	4 	: c	0 	: 	: 	: 
FAC,RCV_R,TRC3	10 	: 	5 	: c	0 	: 	: 	: 
FAC,RCV_R,UK	2780 	2700 	2660 	2537 	18853 	: 	: 	: 
FAC,RCV_R,UKC	89 	89 	96 	110 	566 	: 	: 	: 
FAC,RCV_R,UKC1	47 	44 	49 	57 	249 	: 	: 	: 
